paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
9402,0,9402,武力,展示用人偶武力值，参数9，万分比,load_percent,5,2,0
9403,0,9403,武力,展示用人偶武力值，参数9，万分比,load_percent,5,2,0
9404,0,9404,武力,展示用人偶武力值，参数9，万分比,load_percent,5,2,0
9501,0,9501,武力,展示用人偶武力值，参数10，万分比,load_percent,5,2,0
9601,0,9601,武力,展示用人偶武力值，参数11，万分比,load_percent,5,2,0
9701,0,9701,武力,展示用人偶武力值，参数12，万分比,load_percent,5,2,0
9001,0,9001,武力,迷宫用， 武力总值，关联迷宫武力公式。,load_percent,5,1,0
10257,1,0,钱币掉落公式,迷宫怪物掉落钱币，掉落值 = 掉落固定值[怪物掉落、武力掉落、装备词条掉落]*（1+掉落经验加成）,技能效果、战斗效果,6,1,0
10258,1,0,怪物掉落钱币,装备额外掉落,技能效果、战斗效果,6,1,0
10259,1,0,掉落钱币加成,迷宫怪物掉落钱币加成万分比（月卡buff，总加成）,技能效果、战斗效果,6,2,0
10260,1,0,经验掉落公式,迷宫怪物掉落经验，掉落值 = 掉落固定值[怪物掉落、武力掉落、装备词条掉落]*（1+掉落经验加成）,技能效果、战斗效果,6,1,0
10261,1,0,怪物掉落经验,装备额外掉落,技能效果、战斗效果,6,1,0
10262,1,0,掉落经验加成,迷宫怪物掉落经验,技能效果、战斗效果,6,2,0
3010000,1,0,角色攻击,迷宫攻击属性公式id，最终值，战斗公式的角色攻击,迷宫属性,10,1,0
3010101,1,0,攻击,迷宫攻击，参数1，固定值,迷宫属性,10,1,10
3010201,1,0,攻击,迷宫攻击，参数8，万分比,迷宫属性,10,2,0
3010301,1,0,攻击,迷宫攻击，参数4，固定值,迷宫属性,10,1,0
3010401,1,0,攻击,迷宫攻击，参数9，万分比,迷宫属性,10,2,0
3010402,1,0,攻击,迷宫攻击，参数9，万分比,迷宫属性,10,2,0
3010403,1,0,攻击,迷宫攻击，参数9，万分比,迷宫属性,10,2,0
3010404,1,0,攻击,迷宫攻击，参数9，万分比,迷宫属性,10,2,0
3010405,1,0,攻击,迷宫攻击，参数9，万分比,迷宫属性,10,2,0
3010501,1,0,攻击,迷宫攻击，参数10，万分比,迷宫属性,10,2,0
3010601,1,0,攻击,迷宫攻击，参数11，万分比,迷宫属性,10,2,0
3010701,1,0,攻击,迷宫攻击，参数12，万分比,迷宫属性,10,2,0
3020000,1,0,角色防御,迷宫防御属性公式id，最终值，战斗公式的角色防御,迷宫属性,10,1,0
3020101,1,0,防御,迷宫防御，参数1，固定值,迷宫属性,10,1,2
3020201,1,0,防御,迷宫防御，参数8，万分比,迷宫属性,10,2,0
3020301,1,0,防御,迷宫防御，参数4，固定值,迷宫属性,10,1,0
3020401,1,0,防御,迷宫防御，参数9，万分比,迷宫属性,10,2,0
3020502,1,0,防御,迷宫防御，参数9，万分比,迷宫属性,10,2,0
3020603,1,0,防御,迷宫防御，参数9，万分比,迷宫属性,10,2,0
3020704,1,0,防御,迷宫防御，参数9，万分比,迷宫属性,10,2,0
3020805,1,0,防御,迷宫防御，参数9，万分比,迷宫属性,10,2,0
3020501,1,0,防御,迷宫防御，参数10，万分比,迷宫属性,10,2,0
3020601,1,0,防御,迷宫防御，参数11，万分比,迷宫属性,10,2,0
3020701,1,0,防御,迷宫防御，参数12，万分比,迷宫属性,10,2,0
3030000,1,0,角色生命,迷宫生命属性公式id，最终值，战斗公式的角色生命,迷宫属性,10,1,0
3030101,1,0,生命,迷宫生命，参数1，固定值,迷宫属性,10,1,560
3030201,1,0,生命,迷宫生命，参数8，万分比,迷宫属性,10,2,0
3030301,1,0,生命,迷宫生命，参数4，固定值,迷宫属性,10,1,0
3030401,1,0,生命,迷宫生命，参数9，万分比,迷宫属性,10,2,0
3030502,1,0,生命,迷宫生命，参数9，万分比,迷宫属性,10,2,0
3030603,1,0,生命,迷宫生命，参数9，万分比,迷宫属性,10,2,0
3030704,1,0,生命,迷宫生命，参数9，万分比,迷宫属性,10,2,0
3030805,1,0,生命,迷宫生命，参数9，万分比,迷宫属性,10,2,0
3030501,1,0,生命,迷宫生命，参数10，万分比,迷宫属性,10,2,0
3030601,1,0,生命,迷宫生命，参数11，万分比,迷宫属性,10,2,0
3030701,1,0,生命,迷宫生命，参数12，万分比,迷宫属性,10,2,0
3000101,1,0,韧性上限,玩家韧性上限,迷宫属性,8,2,200
3000201,1,0,攻击目标数量,,迷宫属性,10,1,0
3000301,1,0,击中怪物回血固定值,,迷宫属性,8,1,0
3000401,1,0,暴击几率,,迷宫属性,10,2,0
3000501,1,0,暴击伤害,,迷宫属性,10,2,0
3000601,1,0,地宫通关值,,迷宫属性,8,1,0
3040101,1,0,攻击,攻击固定值和,迷宫关卡内加成属性,10,1,0
3040102,1,0,攻击,攻击提高和，万分比,迷宫关卡内加成属性,10,2,0
3040201,1,0,防御,防御固定值,迷宫关卡内加成属性,10,1,0
3040202,1,0,防御,防御提高和，万分比,迷宫关卡内加成属性,10,2,0
3040301,1,0,攻击伤害,伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3040401,1,0,受到伤害,目标受到伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3040501,1,0,额外伤害,额外伤害固定值和,迷宫关卡内加成属性,10,1,0
3040601,1,0,受到额外伤害,目标额外受伤固定值和,迷宫关卡内加成属性,10,1,0
3040701,1,0,伤害总加成,伤害总加成，万分比,迷宫关卡内加成属性,10,2,0
3040801,1,0,受到伤害总加成,目标受伤总加成，万分比,迷宫关卡内加成属性,10,2,0
3040901,1,0,攻击速度,攻击速度,迷宫关卡内加成属性,10,2,0
3041001,1,0,攻击范围,攻击距离，万分比,迷宫关卡内加成属性,10,2,0
3041101,1,0,击中怪物回血,击中怪物回血,迷宫关卡内加成属性,10,1,0
3041102,1,0,击中回血效果,击中回血效果提高%,迷宫关卡内加成属性,10,2,0
3041201,1,0,暴击几率,暴击几率和，万分比,迷宫关卡内加成属性,10,2,0
3041301,1,0,暴击伤害,暴击伤害和，万分比,迷宫关卡内加成属性,10,2,20000
3041401,1,0,移动速度,移动速度，万分比,迷宫关卡内加成属性,10,2,0
3041501,1,0,攻击数量,攻击目标的个数,迷宫关卡内加成属性,10,1,2
3041601,1,0,持续伤害提高,无元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3041701,1,0,受到持续伤害提高,受到无元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3041801,1,0,额外持续伤害,额外无元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3041901,1,0,受到额外持续伤害,受到额外无元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3050001,1,0,攻击附加冰元素系数,冰元素的转换系数，实现方式为：攻击附带额外冰元素攻击，附带的冰攻=角色攻击*冰元素系数,迷宫关卡内加成属性,10,2,10000
3050101,1,0,冰元素攻击,冰攻击固定值和,迷宫关卡内加成属性,10,1,0
3050102,1,0,冰元素攻击,冰攻击提高和，万分比,迷宫关卡内加成属性,10,2,0
3050301,1,0,冰元素伤害,冰伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3050401,1,0,受到冰元素伤害,目标受到冰伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3050501,1,0,额外冰伤害,额外冰伤害固定值和,迷宫关卡内加成属性,10,1,0
3050601,1,0,受到额外冰伤害,目标额外受冰伤害固定值和,迷宫关卡内加成属性,10,1,0
3050701,1,0,冰持续伤害提高,冰元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3050801,1,0,受到冰持续伤害提高,受到冰元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3050901,1,0,额外冰持续伤害固定值,额外冰元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3051001,1,0,受到额外冰持续伤害固定值,受到额外冰元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3060001,1,0,攻击附加火元素系数,火元素的转换系数，实现方式为：攻击附带额外火元素攻击，附带的火攻=角色攻击*火元素系数,迷宫关卡内加成属性,10,2,10000
3060101,1,0,火元素攻击,火攻击固定值和,迷宫关卡内加成属性,10,1,0
3060102,1,0,火元素攻击,火攻击提高和，万分比,迷宫关卡内加成属性,10,2,0
3060301,1,0,火元素伤害,火伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3060401,1,0,受到火元素伤害,目标受到火伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3060501,1,0,额外火伤害,额外火伤害固定值和,迷宫关卡内加成属性,10,1,0
3060601,1,0,受到额外火伤害,目标额外受火伤害固定值和,迷宫关卡内加成属性,10,1,0
3060701,1,0,火持续伤害提高,火元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3060801,1,0,受到火持续伤害提高,受到火元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3060901,1,0,额外火持续伤害固定值,额外火元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3061001,1,0,受到额外火持续伤害固定值,受到额外火元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3070001,1,0,攻击附加电元素系数,电元素的转换系数，实现方式为：攻击附带额外电元素攻击，附带的电攻=角色攻击*电元素系数,迷宫关卡内加成属性,10,2,10000
3070101,1,0,电元素攻击,电攻击固定值和,迷宫关卡内加成属性,10,1,0
3070102,1,0,电元素攻击,电攻击提高和，万分比,迷宫关卡内加成属性,10,2,0
3070301,1,0,电元素伤害,电伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3070401,1,0,受到电元素伤害,目标受到电伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3070501,1,0,额外电伤害,额外电伤害固定值和,迷宫关卡内加成属性,10,1,0
3070601,1,0,受到额外电伤害,目标额外受电伤害固定值和,迷宫关卡内加成属性,10,1,0
3070701,1,0,电持续伤害提高,电元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3070801,1,0,受到电持续伤害提高,受到电元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3070901,1,0,额外电持续伤害固定值,额外电元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3071001,1,0,受到额外电持续伤害固定值,受到额外电元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3080001,1,0,攻击附加毒元素系数,毒元素的转换系数，实现方式为：攻击附带额外毒元素攻击，附带的毒攻=角色攻击*毒元素系数,迷宫关卡内加成属性,10,2,10000
3080101,1,0,毒元素攻击,毒攻击固定值和,迷宫关卡内加成属性,10,1,0
3080102,1,0,毒元素攻击,毒攻击提高和，万分比,迷宫关卡内加成属性,10,2,0
3080301,1,0,毒元素伤害,毒伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3080401,1,0,受到毒元素伤害,目标受到毒伤害提高和，万分比,迷宫关卡内加成属性,10,2,0
3080501,1,0,额外毒伤害,额外毒伤害固定值和,迷宫关卡内加成属性,10,1,0
3080601,1,0,受到额外毒伤害,目标额外受毒伤害固定值和,迷宫关卡内加成属性,10,1,0
3080701,1,0,毒持续伤害提高,毒元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3080801,1,0,受到毒持续伤害提高,受到毒元素持续伤害提高，万分比,迷宫关卡内加成属性,10,2,0
3080901,1,0,额外毒持续伤害固定值,额外毒元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3081001,1,0,受到额外毒持续伤害固定值,受到额外毒元素持续伤害，固定值,迷宫关卡内加成属性,10,1,0
3042101,1,0,生命上限,生命值上限提高%,迷宫关卡内加成属性,10,2,0
3042102,1,0,生命上限,生命值上限提高,迷宫关卡内加成属性,10,1,0
3042201,1,0,获取护盾,获取护盾提高%,迷宫关卡内加成属性,10,2,0
3042202,1,0,获取护盾,获取护盾,迷宫关卡内加成属性,10,1,0
3042301,1,0,百战不殆效果,百战不殆效果提高%,迷宫关卡内加成属性,10,2,0
3042401,1,0,旋风斩伤害,旋风斩伤害%,迷宫关卡内加成属性,10,2,0
3042501,1,0,多重打击触发几率,多重打击触发几率提高%,迷宫关卡内加成属性,10,2,0
3042601,1,0,每1%暴击率增加暴击伤害,每1%暴击率增加暴击伤害%,迷宫关卡内加成属性,10,2,0
3042701,1,0,致命暴击叠加层数,致命暴击叠加层数,迷宫关卡内加成属性,10,1,0
3042801,1,0,狂暴叠加层数,狂暴叠加层数,迷宫关卡内加成属性,10,1,0
3042901,1,0,复活时恢复血量提高,复活时恢复血量提高%,迷宫关卡内加成属性,10,2,0
3043001,1,0,对冰冻的敌人伤害提高,对冰冻的敌人伤害提高,迷宫关卡内加成属性,10,2,0
3043101,1,0,对燃烧的敌人伤害提高,对燃烧的敌人伤害提高,迷宫关卡内加成属性,10,2,0
3043201,1,0,对触电的敌人伤害提高,对触电的敌人伤害提高,迷宫关卡内加成属性,10,2,0
3043301,1,0,对中毒的敌人伤害提高,对中毒的敌人伤害提高,迷宫关卡内加成属性,10,2,0
3540100,1,0,攻击速度提高,被动技能,迷宫关卡内加成属性,9,1,0
3540200,1,0,攻击速度提高,逻辑id,迷宫关卡内加成属性,9,1,0
3540201,1,0,攻击速度提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3540205,1,0,攻击速度提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3540207,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3540300,1,0,攻击提高,被动技能,迷宫关卡内加成属性,9,1,0
3540400,1,0,攻击提高,逻辑id,迷宫关卡内加成属性,9,1,0
3540401,1,0,攻击提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3540402,1,0,攻击提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3540405,1,0,攻击提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3540407,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3540500,1,0,防御提高,被动技能,迷宫关卡内加成属性,9,1,0
3540600,1,0,防御提高,逻辑id,迷宫关卡内加成属性,9,1,0
3540601,1,0,防御提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3540602,1,0,防御提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3540605,1,0,防御提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3540607,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3540700,1,0,生命提高,被动技能,迷宫关卡内加成属性,9,1,0
3540800,1,0,生命提高,逻辑id,迷宫关卡内加成属性,9,1,0
3540801,1,0,生命提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3540802,1,0,生命提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3540805,1,0,生命提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3540807,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3540900,1,0,击中回血效果提高,被动技能,迷宫关卡内加成属性,9,1,0
3541000,1,0,击中回血效果提高,逻辑id,迷宫关卡内加成属性,9,1,0
3541001,1,0,击中回血效果提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3541002,1,0,击中回血效果提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3541005,1,0,击中回血效果提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3541007,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3541100,1,0,暴击几率提高,被动技能,迷宫关卡内加成属性,9,1,0
3541200,1,0,暴击几率提高,逻辑id,迷宫关卡内加成属性,9,1,0
3541201,1,0,暴击几率提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3541205,1,0,暴击几率提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3541207,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3541300,1,0,暴击伤害提高,被动技能,迷宫关卡内加成属性,9,1,0
3541400,1,0,暴击伤害提高,逻辑id,迷宫关卡内加成属性,9,2,0
3541401,1,0,暴击伤害提高万分比,参数-参数1,迷宫关卡内加成属性,9,1,0
3541405,1,0,暴击伤害提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3541407,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3541500,1,0,伤害提高,被动技能,迷宫关卡内加成属性,9,1,0
3541600,1,0,伤害提高,逻辑id,迷宫关卡内加成属性,9,1,0
3541601,1,0,伤害提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3541602,1,0,伤害提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3541605,1,0,伤害提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3541607,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3541700,1,0,受到伤害提高,被动技能,迷宫关卡内加成属性,9,1,0
3541800,1,0,受到伤害提高,逻辑id,迷宫关卡内加成属性,9,1,0
3541801,1,0,受到伤害提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3541802,1,0,受到伤害提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3541805,1,0,受到伤害提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3541807,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3541900,1,0,持续伤害提高,被动技能,迷宫关卡内加成属性,9,1,0
3542000,1,0,持续伤害提高,逻辑id,迷宫关卡内加成属性,9,1,0
3542001,1,0,持续伤害提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3542002,1,0,持续伤害提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3542005,1,0,持续伤害提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3542007,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3542100,1,0,受到持续伤害提高,被动技能,迷宫关卡内加成属性,9,1,0
3542200,1,0,受到持续伤害提高,逻辑id,迷宫关卡内加成属性,9,1,0
3542201,1,0,受到持续伤害提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3542202,1,0,受到持续伤害提高固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3542205,1,0,受到持续伤害提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3542207,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3542300,1,0,移动速度提高,被动技能,迷宫关卡内加成属性,9,1,0
3542400,1,0,移动速度提高,逻辑id,迷宫关卡内加成属性,9,1,0
3542401,1,0,移动速度提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3542405,1,0,移动速度提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3542407,1,0,效果可叠加最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3542500,1,0,获取护盾提高,被动技能,迷宫关卡内加成属性,9,1,0
3542600,1,0,获取护盾提高,逻辑id,迷宫关卡内加成属性,9,1,0
3542601,1,0,获取护盾提高万分比,参数-参数1,迷宫关卡内加成属性,9,1,0
3542605,1,0,获取护盾提高持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3542607,1,0,触发的效果最大层数,参数-参数7可叠加上限,迷宫关卡内加成属性,9,1,0
3550100,0,0,攻击使目标冰冻,被动技能,迷宫关卡内加成属性,9,1,0
3550200,0,0,冰冻状态,逻辑id,迷宫关卡内加成属性,9,1,0
3550205,0,0,冰冻持续时间,参数-参数5持续时间,迷宫关卡内加成属性,9,1,0
3550206,0,0,冰冻状态的命中几率,参数-参数6命中率,迷宫关卡内加成属性,9,2,0
3550300,0,0,冰霜新星,主动技能,迷宫关卡内加成属性,9,1,0
3550400,0,0,攻击次数触发释放冰霜新星,被动技能,迷宫关卡内加成属性,9,1,0
3550500,0,0,攻击次数触发释放冰霜新星,逻辑id,迷宫关卡内加成属性,9,1,0
3550501,0,0,需要攻击次数,参数-参数1,迷宫关卡内加成属性,9,1,0
3550502,0,0,释放几率,参数-参数2,迷宫关卡内加成属性,9,2,0
3550503,0,0,释放次数,参数-参数3,迷宫关卡内加成属性,9,1,0
3550600,0,0,冰霜新星额外释放冰霜新星,被动技能,迷宫关卡内加成属性,9,1,0
3550700,0,0,冰霜新星额外释放冰霜新星,逻辑id,迷宫关卡内加成属性,9,1,0
3550701,0,0,额外触发冰霜新星时间间隔,参数-参数1,迷宫关卡内加成属性,9,1,0
3550702,0,0,额外触发冰霜新星几率,参数-参数2,迷宫关卡内加成属性,9,2,0
3550703,0,0,额外触发冰霜新星次数,参数-参数3,迷宫关卡内加成属性,9,1,0
3550800,0,0,双重冰冻额外伤害,被动技能,迷宫关卡内加成属性,9,1,0
3550900,0,0,使冰冻目标再次冰冻造成额外伤害,逻辑id,迷宫关卡内加成属性,9,1,0
3550901,0,0,最终冰元素伤害万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3550902,0,0,额外冰元素伤害固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3551000,0,0,冰冻时额外造成伤害,被动技能,迷宫关卡内加成属性,9,1,0
3551100,0,0,冰冻时额外造成伤害,逻辑id,迷宫关卡内加成属性,9,1,0
3551101,0,0,冰冻时额外伤害目标最大生命系数,参数-参数1,迷宫关卡内加成属性,9,3,0
3551102,0,0,冰冻时额外伤害固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3551103,0,0,冰冻时额外伤害触发间隔,参数-参数3,迷宫关卡内加成属性,9,1,0
3551200,0,0,攻击冰冻目标触发额外伤害,被动技能,迷宫关卡内加成属性,9,1,0
3551300,0,0,攻击冰冻目标触发额外伤害,逻辑id,迷宫关卡内加成属性,9,1,0
3551301,0,0,最终冰元素伤害万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3551302,0,0,最终冰元素伤害固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3551400,0,0,冰霜新星造成冰冻几率增加,被动技能,迷宫关卡内加成属性,9,1,0
3551500,0,0,冰霜新星造成冰冻几率增加,逻辑id,迷宫关卡内加成属性,9,1,0
3551501,0,0,冰霜新星额外增加冰冻几率,参数-参数1,迷宫关卡内加成属性,9,2,0
3560100,1,0,攻击使目标燃烧,被动技能,迷宫关卡内加成属性,9,1,0
3560200,1,0,燃烧状态,逻辑id,迷宫关卡内加成属性,9,1,0
3560201,1,0,燃烧伤害系数万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3560202,1,0,燃烧伤害系数固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3560205,1,0,燃烧持续时间,参数-参数5-持续时间,迷宫关卡内加成属性,9,1,0
3560206,1,0,燃烧的命中率,参数-参数6-命中率,迷宫关卡内加成属性,9,2,0
3560208,1,0,伤害结算间隔,参数-参数3,迷宫关卡内加成属性,9,1,0
3560300,1,0,陨石,主动技能,迷宫关卡内加成属性,9,1,0
3560400,1,0,自动释放陨石,被动技能,迷宫关卡内加成属性,9,1,0
3560500,1,0,自动释放陨石,逻辑id,迷宫关卡内加成属性,9,1,0
3560501,1,0,自动释放陨石需要攻击次数,参数-参数1,迷宫关卡内加成属性,9,1,0
3560502,1,0,自动释放陨石几率,参数-参数2,迷宫关卡内加成属性,9,2,0
3560503,1,0,自动释放陨石次数,参数-参数3,迷宫关卡内加成属性,9,1,0
3560600,1,0,燃烧状态受到伤害提高,被动技能,迷宫关卡内加成属性,9,1,0
3560700,1,0,燃烧状态受到伤害提高,逻辑id,迷宫关卡内加成属性,9,1,0
3560701,1,0,受到伤害提高万分比,参数-参数1,迷宫关卡内加成属性,9,2,0
3560800,1,0,陨石造成燃烧命中率增加,被动技能,迷宫关卡内加成属性,9,1,0
3560900,1,0,陨石造成燃烧命中率增加,逻辑id,迷宫关卡内加成属性,9,1,0
3560901,1,0,陨石额外增加燃烧命中率,参数-参数1,迷宫关卡内加成属性,9,2,0
3561000,1,0,燃烧时死亡触发死亡爆炸,被动技能,迷宫关卡内加成属性,9,1,0
3561100,1,0,燃烧时死亡触发死亡爆炸,逻辑id,迷宫关卡内加成属性,9,1,0
3561102,1,0,释放闪电链的几率,参数-参数2,迷宫关卡内加成属性,9,2,0
3561103,1,0,释放闪电链的次数,参数-参数3,迷宫关卡内加成属性,9,1,0
3561200,1,0,死亡爆炸,主动技能,迷宫关卡内加成属性,9,1,0
3561300,1,0,燃烧时被攻击受到额外伤害,被动技能,迷宫关卡内加成属性,9,1,0
3561400,1,0,燃烧时被攻击受到额外伤害,逻辑id,迷宫关卡内加成属性,9,1,0
3561401,1,0,额外伤害万分比,参数-参数1,迷宫关卡内加成属性,9,1,0
3561402,1,0,额外伤害固定值,参数-参数2,迷宫关卡内加成属性,9,1,0
3561407,1,0,效果触发间隔,参数-参数8,迷宫关卡内加成属性,9,1,0
3570100,1,0,攻击使目标触电,被动技能,迷宫关卡内加成属性,9,1,0
3570200,1,0,触电状态,逻辑id,迷宫关卡内加成属性,9,1,0
3570201,1,0,触电额外受最终伤害万分比,参数-参数1,迷宫关卡内加成属性,9,1,0
3570202,1,0,触电额外伤害固定值,参数-参数2,迷宫关卡内加成属性,9,2,0
3570205,1,0,持续时间,参数-参数5-持续时间,迷宫关卡内加成属性,9,1,0
3570206,1,0,命中几率,参数-参数6-命中率,迷宫关卡内加成属性,9,1,0
