paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
101471201,1014712,1,100,1,9101:279,9101:279,3010101:133,3010101:147,5,
101481201,1014812,1,100,1,9101:279,9101:279,3010101:133,3010101:147,5,
101511201,1015112,1,100,1,9101:301,9101:301,3010101:143,3010101:159,5,
101521201,1015212,1,100,1,9101:151,9101:151,3030101:6863,3030101:7585,5,
101531201,1015312,1,100,1,9101:151,9101:151,3030101:6863,3030101:7585,5,
101541201,1015412,1,100,1,9101:151,9101:151,3030101:6863,3030101:7585,5,
101551201,1015512,1,100,1,9101:301,9101:301,3010101:143,3010101:159,5,
101561201,1015612,1,100,1,9101:151,9101:151,3030101:6863,3030101:7585,5,
101571201,1015712,1,100,1,9101:301,9101:301,3010101:143,3010101:159,5,
101581201,1015812,1,100,1,9101:301,9101:301,3010101:143,3010101:159,5,
101611201,1016112,1,100,1,9101:323,9101:323,3010101:154,3010101:170,5,
101621201,1016212,1,100,1,9101:162,9101:162,3030101:7364,3030101:8140,5,
101631201,1016312,1,100,1,9101:162,9101:162,3030101:7364,3030101:8140,5,
101641201,1016412,1,100,1,9101:162,9101:162,3030101:7364,3030101:8140,5,
101651201,1016512,1,100,1,9101:323,9101:323,3010101:154,3010101:170,5,
101661201,1016612,1,100,1,9101:162,9101:162,3030101:7364,3030101:8140,5,
101671201,1016712,1,100,1,9101:323,9101:323,3010101:154,3010101:170,5,
101681201,1016812,1,100,1,9101:323,9101:323,3010101:154,3010101:170,5,
101711201,1017112,1,100,1,9101:345,9101:345,3010101:164,3010101:182,5,
101721201,1017212,1,100,1,9101:173,9101:173,3030101:7866,3030101:8694,5,
101731201,1017312,1,100,1,9101:173,9101:173,3030101:7866,3030101:8694,5,
101741201,1017412,1,100,1,9101:173,9101:173,3030101:7866,3030101:8694,5,
101751201,1017512,1,100,1,9101:345,9101:345,3010101:164,3010101:182,5,
101761201,1017612,1,100,1,9101:173,9101:173,3030101:7866,3030101:8694,5,
101771201,1017712,1,100,1,9101:345,9101:345,3010101:164,3010101:182,5,
101781201,1017812,1,100,1,9101:345,9101:345,3010101:164,3010101:182,5,
101811201,1018112,1,100,1,9101:367,9101:367,3010101:175,3010101:193,5,
101821201,1018212,1,100,1,9101:184,9101:184,3030101:8368,3030101:9248,5,
101831201,1018312,1,100,1,9101:184,9101:184,3030101:8368,3030101:9248,5,
101841201,1018412,1,100,1,9101:184,9101:184,3030101:8368,3030101:9248,5,
101851201,1018512,1,100,1,9101:367,9101:367,3010101:175,3010101:193,5,
101861201,1018612,1,100,1,9101:184,9101:184,3030101:8368,3030101:9248,5,
101871201,1018712,1,100,1,9101:367,9101:367,3010101:175,3010101:193,5,
101881201,1018812,1,100,1,9101:367,9101:367,3010101:175,3010101:193,5,
101911201,1019112,1,100,1,9101:389,9101:389,3010101:185,3010101:205,5,
101921201,1019212,1,100,1,9101:195,9101:195,3030101:8869,3030101:9803,5,
101931201,1019312,1,100,1,9101:195,9101:195,3030101:8869,3030101:9803,5,
101941201,1019412,1,100,1,9101:195,9101:195,3030101:8869,3030101:9803,5,
101951201,1019512,1,100,1,9101:389,9101:389,3010101:185,3010101:205,5,
101961201,1019612,1,100,1,9101:195,9101:195,3030101:8869,3030101:9803,5,
101971201,1019712,1,100,1,9101:389,9101:389,3010101:185,3010101:205,5,
101981201,1019812,1,100,1,9101:389,9101:389,3010101:185,3010101:205,5,
102011201,1020112,1,100,1,9101:411,9101:411,3010101:196,3010101:216,5,
102021201,1020212,1,100,1,9101:206,9101:206,3030101:9371,3030101:10357,5,
102031201,1020312,1,100,1,9101:206,9101:206,3030101:9371,3030101:10357,5,
102041201,1020412,1,100,1,9101:206,9101:206,3030101:9371,3030101:10357,5,
102051201,1020512,1,100,1,9101:411,9101:411,3010101:196,3010101:216,5,
102061201,1020612,1,100,1,9101:206,9101:206,3030101:9371,3030101:10357,5,
102071201,1020712,1,100,1,9101:411,9101:411,3010101:196,3010101:216,5,
102081201,1020812,1,100,1,9101:411,9101:411,3010101:196,3010101:216,5,
102111201,1021112,1,100,1,9101:466,9101:466,3010101:221,3010101:245,5,
102121201,1021212,1,100,1,9101:233,9101:233,3030101:10625,3030101:11743,5,
102131201,1021312,1,100,1,9101:233,9101:233,3030101:10625,3030101:11743,5,
102141201,1021412,1,100,1,9101:233,9101:233,3030101:10625,3030101:11743,5,
102151201,1021512,1,100,1,9101:466,9101:466,3010101:221,3010101:245,5,
102161201,1021612,1,100,1,9101:233,9101:233,3030101:10625,3030101:11743,5,
102171201,1021712,1,100,1,9101:466,9101:466,3010101:221,3010101:245,5,
102181201,1021812,1,100,1,9101:466,9101:466,3010101:221,3010101:245,5,
102211201,1022112,1,100,1,9101:490,9101:490,3010101:233,3010101:257,5,
102221201,1022212,1,100,1,9101:245,9101:245,3030101:11172,3030101:12348,5,
102231201,1022312,1,100,1,9101:245,9101:245,3030101:11172,3030101:12348,5,
102241201,1022412,1,100,1,9101:245,9101:245,3030101:11172,3030101:12348,5,
102251201,1022512,1,100,1,9101:490,9101:490,3010101:233,3010101:257,5,
102261201,1022612,1,100,1,9101:245,9101:245,3030101:11172,3030101:12348,5,
102271201,1022712,1,100,1,9101:490,9101:490,3010101:233,3010101:257,5,
102281201,1022812,1,100,1,9101:490,9101:490,3010101:233,3010101:257,5,
102311201,1023112,1,100,1,9101:514,9101:514,3010101:244,3010101:270,5,
102321201,1023212,1,100,1,9101:257,9101:257,3030101:11719,3030101:12953,5,
102331201,1023312,1,100,1,9101:257,9101:257,3030101:11719,3030101:12953,5,
102341201,1023412,1,100,1,9101:257,9101:257,3030101:11719,3030101:12953,5,
102351201,1023512,1,100,1,9101:514,9101:514,3010101:244,3010101:270,5,
102361201,1023612,1,100,1,9101:257,9101:257,3030101:11719,3030101:12953,5,
102371201,1023712,1,100,1,9101:514,9101:514,3010101:244,3010101:270,5,
102381201,1023812,1,100,1,9101:514,9101:514,3010101:244,3010101:270,5,
102411201,1024112,1,100,1,9101:538,9101:538,3010101:256,3010101:282,5,
102421201,1024212,1,100,1,9101:269,9101:269,3030101:12266,3030101:13558,5,
102431201,1024312,1,100,1,9101:269,9101:269,3030101:12266,3030101:13558,5,
102441201,1024412,1,100,1,9101:269,9101:269,3030101:12266,3030101:13558,5,
102451201,1024512,1,100,1,9101:538,9101:538,3010101:256,3010101:282,5,
102461201,1024612,1,100,1,9101:269,9101:269,3030101:12266,3030101:13558,5,
102471201,1024712,1,100,1,9101:538,9101:538,3010101:256,3010101:282,5,
102481201,1024812,1,100,1,9101:538,9101:538,3010101:256,3010101:282,5,
102511201,1025112,1,100,1,9101:562,9101:562,3010101:267,3010101:295,5,
102521201,1025212,1,100,1,9101:281,9101:281,3030101:12814,3030101:14162,5,
102531201,1025312,1,100,1,9101:281,9101:281,3030101:12814,3030101:14162,5,
102541201,1025412,1,100,1,9101:281,9101:281,3030101:12814,3030101:14162,5,
102551201,1025512,1,100,1,9101:562,9101:562,3010101:267,3010101:295,5,
102561201,1025612,1,100,1,9101:281,9101:281,3030101:12814,3030101:14162,5,
102571201,1025712,1,100,1,9101:562,9101:562,3010101:267,3010101:295,5,
102581201,1025812,1,100,1,9101:562,9101:562,3010101:267,3010101:295,5,
102611201,1026112,1,100,1,9101:586,9101:586,3010101:278,3010101:308,5,
102621201,1026212,1,100,1,9101:293,9101:293,3030101:13361,3030101:14767,5,
102631201,1026312,1,100,1,9101:293,9101:293,3030101:13361,3030101:14767,5,
102641201,1026412,1,100,1,9101:293,9101:293,3030101:13361,3030101:14767,5,
102651201,1026512,1,100,1,9101:586,9101:586,3010101:278,3010101:308,5,
102661201,1026612,1,100,1,9101:293,9101:293,3030101:13361,3030101:14767,5,
102671201,1026712,1,100,1,9101:586,9101:586,3010101:278,3010101:308,5,
102681201,1026812,1,100,1,9101:586,9101:586,3010101:278,3010101:308,5,
102711201,1027112,1,100,1,9101:610,9101:610,3010101:290,3010101:320,5,
102721201,1027212,1,100,1,9101:305,9101:305,3030101:13908,3030101:15372,5,
102731201,1027312,1,100,1,9101:305,9101:305,3030101:13908,3030101:15372,5,
102741201,1027412,1,100,1,9101:305,9101:305,3030101:13908,3030101:15372,5,
102751201,1027512,1,100,1,9101:610,9101:610,3010101:290,3010101:320,5,
102761201,1027612,1,100,1,9101:305,9101:305,3030101:13908,3030101:15372,5,
102771201,1027712,1,100,1,9101:610,9101:610,3010101:290,3010101:320,5,
102781201,1027812,1,100,1,9101:610,9101:610,3010101:290,3010101:320,5,
102811201,1028112,1,100,1,9101:634,9101:634,3010101:301,3010101:333,5,
102821201,1028212,1,100,1,9101:317,9101:317,3030101:14455,3030101:15977,5,
102831201,1028312,1,100,1,9101:317,9101:317,3030101:14455,3030101:15977,5,
102841201,1028412,1,100,1,9101:317,9101:317,3030101:14455,3030101:15977,5,
102851201,1028512,1,100,1,9101:634,9101:634,3010101:301,3010101:333,5,
102861201,1028612,1,100,1,9101:317,9101:317,3030101:14455,3030101:15977,5,
102871201,1028712,1,100,1,9101:634,9101:634,3010101:301,3010101:333,5,
102881201,1028812,1,100,1,9101:634,9101:634,3010101:301,3010101:333,5,
102911201,1029112,1,100,1,9101:659,9101:659,3010101:314,3010101:347,5,
102921201,1029212,1,100,1,9101:330,9101:330,3030101:15025,3030101:16607,5,
102931201,1029312,1,100,1,9101:330,9101:330,3030101:15025,3030101:16607,5,
102941201,1029412,1,100,1,9101:330,9101:330,3030101:15025,3030101:16607,5,
102951201,1029512,1,100,1,9101:659,9101:659,3010101:314,3010101:347,5,
102961201,1029612,1,100,1,9101:330,9101:330,3030101:15025,3030101:16607,5,
102971201,1029712,1,100,1,9101:659,9101:659,3010101:314,3010101:347,5,
102981201,1029812,1,100,1,9101:659,9101:659,3010101:314,3010101:347,5,
103011201,1030112,1,100,1,9101:685,9101:685,3010101:326,3010101:360,5,
103021201,1030212,1,100,1,9101:343,9101:343,3030101:15618,3030101:17262,5,
103031201,1030312,1,100,1,9101:343,9101:343,3030101:15618,3030101:17262,5,
103041201,1030412,1,100,1,9101:343,9101:343,3030101:15618,3030101:17262,5,
103051201,1030512,1,100,1,9101:685,9101:685,3010101:326,3010101:360,5,
103061201,1030612,1,100,1,9101:343,9101:343,3030101:15618,3030101:17262,5,
103071201,1030712,1,100,1,9101:685,9101:685,3010101:326,3010101:360,5,
103081201,1030812,1,100,1,9101:685,9101:685,3010101:326,3010101:360,5,
103111201,1031112,1,100,1,9101:754,9101:754,3010101:358,3010101:396,5,
103121201,1031212,1,100,1,9101:377,9101:377,3030101:17191,3030101:19001,5,
103131201,1031312,1,100,1,9101:377,9101:377,3030101:17191,3030101:19001,5,
103141201,1031412,1,100,1,9101:377,9101:377,3030101:17191,3030101:19001,5,
103151201,1031512,1,100,1,9101:754,9101:754,3010101:358,3010101:396,5,
103161201,1031612,1,100,1,9101:377,9101:377,3030101:17191,3030101:19001,5,
103171201,1031712,1,100,1,9101:754,9101:754,3010101:358,3010101:396,5,
103181201,1031812,1,100,1,9101:754,9101:754,3010101:358,3010101:396,5,
103211201,1032112,1,100,1,9101:784,9101:784,3010101:372,3010101:412,5,
103221201,1032212,1,100,1,9101:392,9101:392,3030101:17875,3030101:19757,5,
103231201,1032312,1,100,1,9101:392,9101:392,3030101:17875,3030101:19757,5,
103241201,1032412,1,100,1,9101:392,9101:392,3030101:17875,3030101:19757,5,
103251201,1032512,1,100,1,9101:784,9101:784,3010101:372,3010101:412,5,
103261201,1032612,1,100,1,9101:392,9101:392,3030101:17875,3030101:19757,5,
103271201,1032712,1,100,1,9101:784,9101:784,3010101:372,3010101:412,5,
103281201,1032812,1,100,1,9101:784,9101:784,3010101:372,3010101:412,5,
103311201,1033112,1,100,1,9101:815,9101:815,3010101:388,3010101:428,5,
103321201,1033212,1,100,1,9101:408,9101:408,3030101:18582,3030101:20538,5,
103331201,1033312,1,100,1,9101:408,9101:408,3030101:18582,3030101:20538,5,
103341201,1033412,1,100,1,9101:408,9101:408,3030101:18582,3030101:20538,5,
103351201,1033512,1,100,1,9101:815,9101:815,3010101:388,3010101:428,5,
103361201,1033612,1,100,1,9101:408,9101:408,3030101:18582,3030101:20538,5,
103371201,1033712,1,100,1,9101:815,9101:815,3010101:388,3010101:428,5,
103381201,1033812,1,100,1,9101:815,9101:815,3010101:388,3010101:428,5,
103411201,1034112,1,100,1,9101:848,9101:848,3010101:403,3010101:445,5,
103421201,1034212,1,100,1,9101:424,9101:424,3030101:19334,3030101:21370,5,
103431201,1034312,1,100,1,9101:424,9101:424,3030101:19334,3030101:21370,5,
103441201,1034412,1,100,1,9101:424,9101:424,3030101:19334,3030101:21370,5,
103451201,1034512,1,100,1,9101:848,9101:848,3010101:403,3010101:445,5,
103461201,1034612,1,100,1,9101:424,9101:424,3030101:19334,3030101:21370,5,
103471201,1034712,1,100,1,9101:848,9101:848,3010101:403,3010101:445,5,
103481201,1034812,1,100,1,9101:848,9101:848,3010101:403,3010101:445,5,
103511201,1035112,1,100,1,9101:882,9101:882,3010101:419,3010101:463,5,
103521201,1035212,1,100,1,9101:441,9101:441,3030101:20110,3030101:22226,5,
103531201,1035312,1,100,1,9101:441,9101:441,3030101:20110,3030101:22226,5,
103541201,1035412,1,100,1,9101:441,9101:441,3030101:20110,3030101:22226,5,
103551201,1035512,1,100,1,9101:882,9101:882,3010101:419,3010101:463,5,
103561201,1035612,1,100,1,9101:441,9101:441,3030101:20110,3030101:22226,5,
103571201,1035712,1,100,1,9101:882,9101:882,3010101:419,3010101:463,5,
103581201,1035812,1,100,1,9101:882,9101:882,3010101:419,3010101:463,5,
103611201,1036112,1,100,1,9101:917,9101:917,3010101:436,3010101:482,5,
103621201,1036212,1,100,1,9101:459,9101:459,3030101:20908,3030101:23108,5,
103631201,1036312,1,100,1,9101:459,9101:459,3030101:20908,3030101:23108,5,
103641201,1036412,1,100,1,9101:459,9101:459,3030101:20908,3030101:23108,5,
103651201,1036512,1,100,1,9101:917,9101:917,3010101:436,3010101:482,5,
103661201,1036612,1,100,1,9101:459,9101:459,3030101:20908,3030101:23108,5,
103671201,1036712,1,100,1,9101:917,9101:917,3010101:436,3010101:482,5,
103681201,1036812,1,100,1,9101:917,9101:917,3010101:436,3010101:482,5,
103711201,1037112,1,100,1,9101:954,9101:954,3010101:453,3010101:501,5,
103721201,1037212,1,100,1,9101:477,9101:477,3030101:21751,3030101:24041,5,
103731201,1037312,1,100,1,9101:477,9101:477,3030101:21751,3030101:24041,5,
103741201,1037412,1,100,1,9101:477,9101:477,3030101:21751,3030101:24041,5,
103751201,1037512,1,100,1,9101:954,9101:954,3010101:453,3010101:501,5,
103761201,1037612,1,100,1,9101:477,9101:477,3030101:21751,3030101:24041,5,
103771201,1037712,1,100,1,9101:954,9101:954,3010101:453,3010101:501,5,
103781201,1037812,1,100,1,9101:954,9101:954,3010101:453,3010101:501,5,
103811201,1038112,1,100,1,9101:992,9101:992,3010101:471,3010101:521,5,
103821201,1038212,1,100,1,9101:496,9101:496,3030101:22618,3030101:24998,5,
103831201,1038312,1,100,1,9101:496,9101:496,3030101:22618,3030101:24998,5,
103841201,1038412,1,100,1,9101:496,9101:496,3030101:22618,3030101:24998,5,
103851201,1038512,1,100,1,9101:992,9101:992,3010101:471,3010101:521,5,
103861201,1038612,1,100,1,9101:496,9101:496,3030101:22618,3030101:24998,5,
103871201,1038712,1,100,1,9101:992,9101:992,3010101:471,3010101:521,5,
103881201,1038812,1,100,1,9101:992,9101:992,3010101:471,3010101:521,5,
103911201,1039112,1,100,1,9101:1032,9101:1032,3010101:490,3010101:542,5,
103921201,1039212,1,100,1,9101:516,9101:516,3030101:23530,3030101:26006,5,
103931201,1039312,1,100,1,9101:516,9101:516,3030101:23530,3030101:26006,5,
103941201,1039412,1,100,1,9101:516,9101:516,3030101:23530,3030101:26006,5,
103951201,1039512,1,100,1,9101:1032,9101:1032,3010101:490,3010101:542,5,
103961201,1039612,1,100,1,9101:516,9101:516,3030101:23530,3030101:26006,5,
103971201,1039712,1,100,1,9101:1032,9101:1032,3010101:490,3010101:542,5,
103981201,1039812,1,100,1,9101:1032,9101:1032,3010101:490,3010101:542,5,
104011201,1040112,1,100,1,9101:1073,9101:1073,3010101:510,3010101:564,5,
104021201,1040212,1,100,1,9101:537,9101:537,3030101:24464,3030101:27040,5,
104031201,1040312,1,100,1,9101:537,9101:537,3030101:24464,3030101:27040,5,
104041201,1040412,1,100,1,9101:537,9101:537,3030101:24464,3030101:27040,5,
104051201,1040512,1,100,1,9101:1073,9101:1073,3010101:510,3010101:564,5,
104061201,1040612,1,100,1,9101:537,9101:537,3030101:24464,3030101:27040,5,
104071201,1040712,1,100,1,9101:1073,9101:1073,3010101:510,3010101:564,5,
104081201,1040812,1,100,1,9101:1073,9101:1073,3010101:510,3010101:564,5,
104111201,1041112,1,100,1,9101:1180,9101:1180,3010101:561,3010101:620,5,
104121201,1041212,1,100,1,9101:590,9101:590,3030101:26904,3030101:29736,5,
104131201,1041312,1,100,1,9101:590,9101:590,3030101:26904,3030101:29736,5,
104141201,1041412,1,100,1,9101:590,9101:590,3030101:26904,3030101:29736,5,
104151201,1041512,1,100,1,9101:1180,9101:1180,3010101:561,3010101:620,5,
104161201,1041612,1,100,1,9101:590,9101:590,3030101:26904,3030101:29736,5,
104171201,1041712,1,100,1,9101:1180,9101:1180,3010101:561,3010101:620,5,
104181201,1041812,1,100,1,9101:1180,9101:1180,3010101:561,3010101:620,5,
104211201,1042112,1,100,1,9101:1227,9101:1227,3010101:583,3010101:645,5,
104221201,1042212,1,100,1,9101:614,9101:614,3030101:27976,3030101:30920,5,
104231201,1042312,1,100,1,9101:614,9101:614,3030101:27976,3030101:30920,5,
104241201,1042412,1,100,1,9101:614,9101:614,3030101:27976,3030101:30920,5,
104251201,1042512,1,100,1,9101:1227,9101:1227,3010101:583,3010101:645,5,
104261201,1042612,1,100,1,9101:614,9101:614,3030101:27976,3030101:30920,5,
104271201,1042712,1,100,1,9101:1227,9101:1227,3010101:583,3010101:645,5,
104281201,1042812,1,100,1,9101:1227,9101:1227,3010101:583,3010101:645,5,
104311201,1043112,1,100,1,9101:1276,9101:1276,3010101:606,3010101:670,5,
104321201,1043212,1,100,1,9101:638,9101:638,3030101:29093,3030101:32155,5,
104331201,1043312,1,100,1,9101:638,9101:638,3030101:29093,3030101:32155,5,
