paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
1010903,101,9,3,1010903,1,100,3040102:5000_9201:6000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010904,101,9,4,1010904,1,100,3040102:6000_9201:7000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010905,101,9,5,1010905,1,100,3040102:7000_9201:8000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010906,101,9,6,1010906,1,100,3040102:8000_9201:9000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010907,101,9,7,1010907,1,100,3040102:9000_9201:10000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010908,101,9,8,1010908,1,100,3040102:10000_9201:12000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010909,101,9,9,1010909,1,100,3040102:11000_9201:12000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1010910,101,9,10,1010910,20,100,3040102:12000_9201:12000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3600002
1011001,101,9,1,0,1,100,3041001:3000_9201:10000,攻击范围,攻击范围+%s,3041001,SkillBuffIcon_atlas0,3610001
1011002,101,9,2,1011001,1,100,3041001:5000_9201:15000,攻击范围,攻击范围+%s,3041001,SkillBuffIcon_atlas0,3610001
1011003,101,9,3,1011002,1,100,3041001:7000_9201:3000,攻击范围,攻击范围+%s,3041001,SkillBuffIcon_atlas0,3610001
1011004,101,9,4,1011003,1,100,3041001:10000_9201:5000,攻击范围,攻击范围+%s,3041001,SkillBuffIcon_atlas0,3610001
1011005,101,9,5,1011004,1,100,3041001:15000_9201:7000,攻击范围,攻击范围+%s,3041001,SkillBuffIcon_atlas0,3610001
1011101,101,11,1,0,1,100,3041201:1500_9201:10000,暴击几率,暴击几率+%s,3041201,SkillBuffIcon_atlas0,3600003
1011102,101,11,2,1011101,1,100,3041201:1500_9201:15000,暴击几率,暴击几率+%s,3041201,SkillBuffIcon_atlas0,3600003
1011103,101,11,3,1011102,1,100,3041201:1500_9201:3000,暴击几率,暴击几率+%s,3041201,SkillBuffIcon_atlas0,3600003
1011104,101,11,4,1011103,1,100,3041201:1500_9201:5000,暴击几率,暴击几率+%s,3041201,SkillBuffIcon_atlas0,3600003
1011105,101,11,5,1011104,1,100,3041201:1500_9201:7000,暴击几率,暴击几率+%s,3041201,SkillBuffIcon_atlas0,3600003
1011201,101,12,1,0,1,100,3041301:3000_9201:10000,暴击伤害,暴击伤害+%s,3041301,SkillBuffIcon_atlas0,3600003
1011202,101,12,2,1011201,1,100,3041301:5000_9201:15000,暴击伤害,暴击伤害+%s,3041301,SkillBuffIcon_atlas0,3600003
1011203,101,12,3,1011202,1,100,3041301:7000_9201:3000,暴击伤害,暴击伤害+%s,3041301,SkillBuffIcon_atlas0,3600003
1011204,101,12,4,1011203,1,100,3041301:10000_9201:5000,暴击伤害,暴击伤害+%s,3041301,SkillBuffIcon_atlas0,3600003
1011205,101,12,5,1011204,1,100,3041301:15000_9201:7000,暴击伤害,暴击伤害+%s,3041301,SkillBuffIcon_atlas0,3600003
2010101,201,1,1,0,1,100,3050001:3000_3050000:1_9201:10000,攻击附加冰元素系数,攻击附加冰元素系数+%s,3050001,SkillBuffIcon_atlas0,3550001
2010102,201,1,2,2010101,1,100,3050001:5000_3050000:1_9201:15000,攻击附加冰元素系数,攻击附加冰元素系数+%s,3050001,SkillBuffIcon_atlas0,3550001
2010103,201,1,3,2010102,1,100,3050001:7000_3050000:1_9201:3000,攻击附加冰元素系数,攻击附加冰元素系数+%s,3050001,SkillBuffIcon_atlas0,3550001
2010104,201,1,4,2010103,1,100,3050001:10000_3050000:1_9201:5000,攻击附加冰元素系数,攻击附加冰元素系数+%s,3050001,SkillBuffIcon_atlas0,3550001
2010105,201,1,5,2010104,1,100,3050001:15000_3050000:1_9201:7000,攻击附加冰元素系数,攻击附加冰元素系数+%s,3050001,SkillBuffIcon_atlas0,3550001
2010301,201,3,1,20101,1,100,3050102:3000_9201:10000,冰元素攻击,冰元素攻击+%s,3050102,SkillBuffIcon_atlas0,3550001
2010302,201,3,2,"2010301,20101",1,100,3050102:5000_9201:15000,冰元素攻击,冰元素攻击+%s,3050102,SkillBuffIcon_atlas0,3550001
2010303,201,3,3,"2010302,20101",1,100,3050102:7000_9201:3000,冰元素攻击,冰元素攻击+%s,3050102,SkillBuffIcon_atlas0,3550001
2010304,201,3,4,"2010303,20101",1,100,3050102:10000_9201:5000,冰元素攻击,冰元素攻击+%s,3050102,SkillBuffIcon_atlas0,3550001
2010305,201,3,5,"2010304,20101",1,100,3050102:15000_9201:7000,冰元素攻击,冰元素攻击+%s,3050102,SkillBuffIcon_atlas0,3550001
2010401,201,4,1,20101,1,100,3050301:3000_9201:10000,冰元素伤害,冰元素伤害+%s,3050301,SkillBuffIcon_atlas0,3550001
2010402,201,4,2,"2010401,20101",1,100,3050301:5000_9201:15000,冰元素伤害,冰元素伤害+%s,3050301,SkillBuffIcon_atlas0,3550001
2010403,201,4,3,"2010402,20101",1,100,3050301:7000_9201:3000,冰元素伤害,冰元素伤害+%s,3050301,SkillBuffIcon_atlas0,3550001
2010404,201,4,4,"2010403,20101",1,100,3050301:10000_9201:5000,冰元素伤害,冰元素伤害+%s,3050301,SkillBuffIcon_atlas0,3550001
2010405,201,4,5,"2010404,20101",1,100,3050301:15000_9201:7000,冰元素伤害,冰元素伤害+%s,3050301,SkillBuffIcon_atlas0,3550001
3010101,301,1,1,0,1,100,3060001:3000_3060000:1_9201:10000,攻击附加火元素系数,攻击附加火元素系数+%s,3060001,SkillBuffIcon_atlas0,3560001
3010102,301,1,2,3010101,1,100,3060001:5000_3060000:1_9201:15000,攻击附加火元素系数,攻击附加火元素系数+%s,3060001,SkillBuffIcon_atlas0,3560001
3010103,301,1,3,3010102,1,100,3060001:7000_3060000:1_9201:3000,攻击附加火元素系数,攻击附加火元素系数+%s,3060001,SkillBuffIcon_atlas0,3560001
3010104,301,1,4,3010103,1,100,3060001:10000_3060000:1_9201:5000,攻击附加火元素系数,攻击附加火元素系数+%s,3060001,SkillBuffIcon_atlas0,3560001
3010105,301,1,5,3010104,1,100,3060001:15000_3060000:1_9201:7000,攻击附加火元素系数,攻击附加火元素系数+%s,3060001,SkillBuffIcon_atlas0,3560001
3010301,301,3,1,30101,1,100,3060102:3000_9201:10000,火元素攻击,火元素攻击+%s,3060102,SkillBuffIcon_atlas0,3560001
3010302,301,3,2,"3010301,30101",1,100,3060102:5000_9201:15000,火元素攻击,火元素攻击+%s,3060102,SkillBuffIcon_atlas0,3560001
3010303,301,3,3,"3010302,30101",1,100,3060102:7000_9201:3000,火元素攻击,火元素攻击+%s,3060102,SkillBuffIcon_atlas0,3560001
3010304,301,3,4,"3010303,30101",1,100,3060102:10000_9201:5000,火元素攻击,火元素攻击+%s,3060102,SkillBuffIcon_atlas0,3560001
3010305,301,3,5,"3010304,30101",1,100,3060102:15000_9201:7000,火元素攻击,火元素攻击+%s,3060102,SkillBuffIcon_atlas0,3560001
3010401,301,4,1,30101,1,100,3060301:3000_9201:10000,火元素伤害,火元素伤害+%s,3060301,SkillBuffIcon_atlas0,3560001
3010402,301,4,2,"3010401,30101",1,100,3060301:5000_9201:15000,火元素伤害,火元素伤害+%s,3060301,SkillBuffIcon_atlas0,3560001
3010403,301,4,3,"3010402,30101",1,100,3060301:7000_9201:3000,火元素伤害,火元素伤害+%s,3060301,SkillBuffIcon_atlas0,3560001
3010404,301,4,4,"3010403,30101",1,100,3060301:10000_9201:5000,火元素伤害,火元素伤害+%s,3060301,SkillBuffIcon_atlas0,3560001
3010405,301,4,5,"3010404,30101",1,100,3060301:15000_9201:7000,火元素伤害,火元素伤害+%s,3060301,SkillBuffIcon_atlas0,3560001
4010101,401,1,1,0,1,100,3070001:3000_3070000:1_9201:10000,攻击附加电元素系数,攻击附加电元素系数+%s,3070001,SkillBuffIcon_atlas0,3570001
4010102,401,1,2,4010101,1,100,3070001:5000_3070000:1_9201:15000,攻击附加电元素系数,攻击附加电元素系数+%s,3070001,SkillBuffIcon_atlas0,3570001
4010103,401,1,3,4010102,1,100,3070001:7000_3070000:1_9201:3000,攻击附加电元素系数,攻击附加电元素系数+%s,3070001,SkillBuffIcon_atlas0,3570001
4010104,401,1,4,4010103,1,100,3070001:10000_3070000:1_9201:5000,攻击附加电元素系数,攻击附加电元素系数+%s,3070001,SkillBuffIcon_atlas0,3570001
4010105,401,1,5,4010104,1,100,3070001:15000_3070000:1_9201:7000,攻击附加电元素系数,攻击附加电元素系数+%s,3070001,SkillBuffIcon_atlas0,3570001
4010301,401,3,1,40101,1,100,3070102:3000_9201:10000,电元素攻击,电元素攻击+%s,3070102,SkillBuffIcon_atlas0,3570001
4010302,401,3,2,"4010301,40101",1,100,3070102:5000_9201:15000,电元素攻击,电元素攻击+%s,3070102,SkillBuffIcon_atlas0,3570001
4010303,401,3,3,"4010302,40101",1,100,3070102:7000_9201:3000,电元素攻击,电元素攻击+%s,3070102,SkillBuffIcon_atlas0,3570001
4010304,401,3,4,"4010303,40101",1,100,3070102:10000_9201:5000,电元素攻击,电元素攻击+%s,3070102,SkillBuffIcon_atlas0,3570001
4010305,401,3,5,"4010304,40101",1,100,3070102:15000_9201:7000,电元素攻击,电元素攻击+%s,3070102,SkillBuffIcon_atlas0,3570001
4010401,401,4,1,40101,1,100,3070301:3000_9201:10000,电元素伤害,电元素伤害+%s,3070301,SkillBuffIcon_atlas0,3570001
4010402,401,4,2,"4010401,40101",1,100,3070301:5000_9201:15000,电元素伤害,电元素伤害+%s,3070301,SkillBuffIcon_atlas0,3570001
4010403,401,4,3,"4010402,40101",1,100,3070301:7000_9201:3000,电元素伤害,电元素伤害+%s,3070301,SkillBuffIcon_atlas0,3570001
4010404,401,4,4,"4010403,40101",1,100,3070301:10000_9201:5000,电元素伤害,电元素伤害+%s,3070301,SkillBuffIcon_atlas0,3570001
4010405,401,4,5,"4010404,40101",1,100,3070301:15000_9201:7000,电元素伤害,电元素伤害+%s,3070301,SkillBuffIcon_atlas0,3570001
5010101,501,1,1,0,1,100,3080001:3000_3080000:1_9201:10000,攻击附加毒元素系数,攻击附加毒元素系数+%s,3080001,SkillBuffIcon_atlas0,3580001
5010102,501,1,2,5010101,1,100,3080001:5000_3080000:1_9201:15000,攻击附加毒元素系数,攻击附加毒元素系数+%s,3080001,SkillBuffIcon_atlas0,3580001
5010103,501,1,3,5010102,1,100,3080001:7000_3080000:1_9201:3000,攻击附加毒元素系数,攻击附加毒元素系数+%s,3080001,SkillBuffIcon_atlas0,3580001
5010104,501,1,4,5010103,1,100,3080001:10000_3080000:1_9201:5000,攻击附加毒元素系数,攻击附加毒元素系数+%s,3080001,SkillBuffIcon_atlas0,3580001
5010105,501,1,5,5010104,1,100,3080001:15000_3080000:1_9201:7000,攻击附加毒元素系数,攻击附加毒元素系数+%s,3080001,SkillBuffIcon_atlas0,3580001
5010301,501,3,1,50101,1,100,3080102:3000_9201:10000,毒元素攻击,毒元素攻击+%s,3080102,SkillBuffIcon_atlas0,3580001
5010302,501,3,2,"5010301,50101",1,100,3080102:5000_9201:15000,毒元素攻击,毒元素攻击+%s,3080102,SkillBuffIcon_atlas0,3580001
5010303,501,3,3,"5010302,50101",1,100,3080102:7000_9201:3000,毒元素攻击,毒元素攻击+%s,3080102,SkillBuffIcon_atlas0,3580001
5010304,501,3,4,"5010303,50101",1,100,3080102:10000_9201:5000,毒元素攻击,毒元素攻击+%s,3080102,SkillBuffIcon_atlas0,3580001
5010305,501,3,5,"5010304,50101",1,100,3080102:15000_9201:7000,毒元素攻击,毒元素攻击+%s,3080102,SkillBuffIcon_atlas0,3580001
5010401,501,4,1,50101,1,100,3080301:3000_9201:10000,毒元素伤害,毒元素伤害+%s,3080301,SkillBuffIcon_atlas0,3580001
5010402,501,4,2,"5010401,50101",1,100,3080301:5000_9201:15000,毒元素伤害,毒元素伤害+%s,3080301,SkillBuffIcon_atlas0,3580001
5010403,501,4,3,"5010402,50101",1,100,3080301:7000_9201:3000,毒元素伤害,毒元素伤害+%s,3080301,SkillBuffIcon_atlas0,3580001
5010404,501,4,4,"5010403,50101",1,100,3080301:10000_9201:5000,毒元素伤害,毒元素伤害+%s,3080301,SkillBuffIcon_atlas0,3580001
5010405,501,4,5,"5010404,50101",1,100,3080301:15000_9201:7000,毒元素伤害,毒元素伤害+%s,3080301,SkillBuffIcon_atlas0,3580001
900010101,90001,1,1,0,1,500,3040102:4000_9201:5000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550001
900010202,90001,2,2,900010202,1,500,3040102:5000_9201:5000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550002
900010302,90001,3,2,900010302,1,500,3040102:6000_9201:6000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550003
900010403,90001,4,3,900010403,1,500,3040102:7000_9201:7000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550002
900010503,90001,5,3,900010503,1,500,3040102:8000_9201:8000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550003
900010604,90001,6,4,900010604,1,500,3040102:9000_9201:9000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550002
900010704,90001,7,4,900010704,1,500,3040102:10000_9201:10000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550003
900010805,90001,8,5,900010805,20,500,3040102:12000_9201:12000,攻击,攻击+%s,3040102,SkillBuffIcon_atlas0,3550002
901010101,90101,1,1,0,1,500,3060001:4000_3060000:1_9201:3000,火焰之刃,攻击时附带%s的火元素伤害,3060001,SkillBuffIcon_atlas0,3560001
901010202,90101,2,2,901010202,1,500,3060102:12500_9201:5000,点燃,火元素伤害+%s，攻击有15%%几率使目标燃烧,3060102,SkillBuffIcon_atlas0,3560002
901010302,90101,3,2,901010302,1,500,3060102:15000_9201:7000,陨石,每8次攻击释放1次陨石，造成150%攻击力的火焰伤害,,SkillBuffIcon_atlas0,3560003
901010403,90101,4,3,901010403,1,500,3060102:17500_9201:10000,强化点燃,燃烧伤害+50%，燃烧的目标受到伤害+50%,"3060102,3060102",SkillBuffIcon_atlas0,3560002
901010503,90101,5,3,901010503,1,500,3060102:20000_9201:15000,强化陨石,释放陨石需要的攻击-%s次，陨石会使被伤害的目标陷入燃烧。,,SkillBuffIcon_atlas0,3560003
901010604,90101,6,4,901010604,1,500,3060102:22500_9201:22000,烈焰缠身,燃烧伤害+%s，燃烧时被攻击会受到35%%%攻击力的额外伤害。,3060102,SkillBuffIcon_atlas0,3560002
901010704,90101,7,4,901010704,1,500,3060102:25000_9201:30000,双重陨石,火元素伤害+%s，陨石释放次数+1。,3060102,SkillBuffIcon_atlas0,3560003
901010805,90101,8,5,901010805,30,500,3060102:27500_9201:40000,死亡爆炸,燃烧时死亡，对周围同伴造成自身最大生命50%的火元素伤害，并使目标燃烧。,,SkillBuffIcon_atlas0,3560004
902010101,90201,1,1,0,1,500,3070001:3000_3070000:1_9201:3000,雷电之刃,攻击时附带攻击%s的电元素伤害,3070001,SkillBuffIcon_atlas0,3570001
902010202,90201,2,2,902010202,1,500,3070102:10000_9201:5000,触电,电元素伤害+%s，攻击有%s几率使目标触电。触电状态下，被攻击会受到35%%攻击的触电伤害，触电状态持续5秒。,"3070102,3070102",SkillBuffIcon_atlas0,3570002
902010302,90201,3,2,902010302,1,500,3070102:10000_9201:7000,闪电链,每8次攻击释放1次闪电链，对周围任意目标造成150%攻击力的电元素伤害，并弹射3次，每次弹射会使伤害降低25%。,,SkillBuffIcon_atlas0,3570003
902010403,90201,4,3,902010403,1,500,3070102:10000_9201:10000,强化触电,电元素伤害+%s，触电伤害+%s。,"3070102,3070102",SkillBuffIcon_atlas0,3570002
902010503,90201,5,3,902010503,1,500,3070102:20000_9201:15000,强化闪电链,释放闪电链需要的攻击-3次，闪电链每次弹射时伤害不再降低,,SkillBuffIcon_atlas0,3570003
902010604,90201,6,4,902010604,1,500,3070102:30000_9201:22000,双重触电,触电伤害+%s，攻击使目标触电时会立刻触发1次触电伤害,3070102,SkillBuffIcon_atlas0,3570002
902010704,90201,7,4,902010704,1,500,3070102:40000_9201:30000,双重闪电链,电元素伤害+%s，闪电链的释放次数+1,3070102,SkillBuffIcon_atlas0,3570003
902010805,90201,8,5,902010805,1,500,3070102:50000_9201:40000,电磁爆炸,触电伤害+300%，触电伤害范围扩大，并使受到伤害的目标触电。,,SkillBuffIcon_atlas0,3570001
903010101,90301,1,1,0,1,500,3080001:3000_3080000:1_9201:3000,枯木之刃,攻击时附带攻击%s的毒元素伤害，攻击有15%%几率使目标中毒。中毒的目标每秒受到20%%攻击力的中毒伤害，中毒持续20秒。,3080001,SkillBuffIcon_atlas0,3580001
903010202,90301,2,2,903010202,1,500,3080102:10000_9201:5000,剧毒,毒元素伤害+%s，中毒伤害+%s,"3080102,3080102",SkillBuffIcon_atlas0,3580002
903010302,90301,3,2,903010302,1,500,3080102:10000_9201:7000,传染,每8次攻击释放1次剧毒传染，最周围造成150%攻击力的毒元素伤害，并使目标中毒。,3080102,SkillBuffIcon_atlas0,3580003
903010403,90301,4,3,903010403,1,500,3080102:10000_9201:10000,强化剧毒,中毒伤害+%s，中毒的目标再次中毒时立刻受到5次中毒伤害。,3080102,SkillBuffIcon_atlas0,3580002
903010503,90301,5,3,903010503,1,500,3080102:20000_9201:15000,强化传染,释放剧毒传染需要的攻击-%s次，中毒状态可以叠加2层。,3080102,SkillBuffIcon_atlas0,3580003
903010604,90301,6,4,903010604,1,500,3080102:30000_9201:22000,死亡传染,中毒伤害+%s，中毒时死亡会使附近任意怪物获得1层瘟疫。瘟疫中的目标每秒受到20%%攻击力的中毒伤害，中毒持续20秒。瘟疫状态最多可叠加99层。,3080102,SkillBuffIcon_atlas0,3580002
903010704,90301,7,4,903010704,1,500,3080102:40000_9201:30000,双重传染,毒元素伤害+%s，剧毒传染释放次数+1,3080102,SkillBuffIcon_atlas0,3580003
903010805,90301,8,5,903010805,1,500,3080102:50000_9201:40000,极速腐化,毒元素伤害+%s，中毒/瘟疫状态触发时间减少为0.33秒,3080102,SkillBuffIcon_atlas0,3580001
904010101,90401,1,1,0,1,500,3040202:2000_9201:3000,强壮,防御+%s，生命上限+%s,"3040202,3040202",SkillBuffIcon_atlas0,3590001
904010202,90401,2,2,0,1,500,3041102:2000_9201:5000,以战养战,击中怪物回血效果+%s,3041102,SkillBuffIcon_atlas0,3590002
904010303,90401,3,3,0,1,500,3041102:2000_9201:7000,夺取,击杀怪物回复自身%s的生命,3041102,SkillBuffIcon_atlas0,3590002
904010403,90401,4,3,0,1,500,3040202:2000_9201:10000,护体,每损失10%血量就获得一个最大生命20%的护盾。拥有护盾的角色损失生命时会优先扣除护盾值。,,SkillBuffIcon_atlas0,3590003
904010504,90401,5,4,0,1,500,3041102:2000_9201:15000,坚定,当前生命值低于最大值50%%时，防御+%s,3041102,SkillBuffIcon_atlas0,3590004
904010705,90401,7,5,0,1,500,3040202:2000_9201:22000,复活,角色濒死时触发复活，复活会使角色回复100%生命，每次挑战最多触发1次。,,SkillBuffIcon_atlas0,3590005
905010101,90501,1,1,0,1,500,3040102:4000_9201:3000,精致之刃,攻击+%s,3040102,SkillBuffIcon_atlas0,3600001
905010202,90501,2,2,905010202,1,500,3040102:4000_3041201:600_9201:5000,锐眼,攻击+%s，暴击率+%s,"3040102,3041201",SkillBuffIcon_atlas0,3600001
905010302,90501,3,2,905010302,1,500,3040102:5000_3041301:2500_9201:6000,狂暴,攻击+%s，暴击伤害+%s,"3040102,3041301",SkillBuffIcon_atlas0,3600002
905010403,90501,4,3,905010403,1,500,3040102:6000_3041201:300_9201:7000,致命暴击,暴击时获得1层致命暴击状态，提高40%攻击,,SkillBuffIcon_atlas0,3600003
905010503,90501,5,3,905010503,1,500,3040102:7000_3041201:300_9201:8000,嗜血,致命暴击效果翻倍,,SkillBuffIcon_atlas0,3600002
905010604,90501,6,4,905010604,1,500,3040102:8000_3041201:500_9201:9000,强化锐眼,攻击+%s，暴击率+%s,"3040102,3041201",SkillBuffIcon_atlas0,3600002
905010704,90501,7,4,905010704,1,500,3040102:9000_3041201:300_9201:10000,强化致命暴击,致命暴击状态到达5层时，自身暴击伤害+100%,,SkillBuffIcon_atlas0,3600003
905010805,90501,8,5,905010805,30,500,3040102:10000_3041201:500_9201:12000,斩杀,斩杀，攻击血量低于50%目标有15%几率直接秒杀,,SkillBuffIcon_atlas0,3600004
906010101,90601,1,1,0,1,500,3041001:3000_9201:3000,巨大之刃,攻击范围+%s,3041001,SkillBuffIcon_atlas0,3610001
906010202,90601,2,2,0,1,500,3041001:3000_9201:5000,旋风斩,每8秒触发一次旋风斩，对攻击范围内的所有目标造成一次150%攻击力的伤害,,SkillBuffIcon_atlas0,3610002
906010302,90601,3,2,906010202,1,500,3041001:5000_9201:7000,强化旋风斩,旋风斩伤害+50%，旋风斩触发时间-3秒,,SkillBuffIcon_atlas0,3610002
906010403,90601,4,3,0,1,500,3041001:5000_9201:10000,多重打击,攻击时15%几率触发多重打击，额外攻击一次,,SkillBuffIcon_atlas0,3610003
906010503,90601,5,3,906010403,1,500,3041001:7000_9201:15000,强化多重打击,多重打击触发几率+15%，额外攻击次数+1,,SkillBuffIcon_atlas0,3610003
906010604,90601,6,4,"906010202,906010403",1,500,3041001:7000_9201:22000,多重旋风斩,旋风斩也会触发多重打击，触发几率与普通攻击相同,,SkillBuffIcon_atlas0,3610002
906010704,90601,7,4,0,1,500,3041001:10000_9201:30000,百战不殆,攻击范围内的所有敌人伤害降低%s，受到伤害提升%s,"3041001,3041001",SkillBuffIcon_atlas0,3610004
906010805,90601,8,5,0,1,500,3041001:15000_9201:40000,浴血战神,攻击范围内，敌人越多，玩家伤害越高，每个敌人提供150%伤害,,SkillBuffIcon_atlas0,3610004
100010101,10001,1,1,0,1,1,3540100:1_9201:3000,攻击速度提高,攻击速度提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100020101,10002,1,1,0,1,1,3540300:1_9201:5000,攻击提高,攻击提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100030101,10003,1,1,0,1,1,3540500:1_9201:7000,防御提高,防御提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100040101,10004,1,1,0,1,1,3540700:1_9201:10000,生命提高,生命提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100050101,10005,1,1,0,1,1,3540900:1_9201:15000,击中回血效果提高,击中回血效果提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100060101,10006,1,1,0,1,1,3541100:1_9201:22000,暴击几率提高,暴击几率提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100070101,10007,1,1,0,1,1,3541300:1_9201:30000,暴击伤害提高,暴击伤害提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100080101,10008,1,1,0,1,1,3541500:1_9201:40000,伤害提高,伤害提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100090101,10009,1,1,0,1,1,3541700:1_9201:10000,受到伤害提高,受到伤害提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100100101,10010,1,1,0,1,1,3541900:1_9201:15000,持续伤害提高,持续伤害提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
