paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
4000000,400,0,,"42711004,42632004,42613004,42616004,42635004,42618004,42654004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42751004,42612004,42615004,42638004,42614004,42617004,42731004,42612004,42653004,42616004,42711004,42632004,42613004,42616004,42635004,42614004,42658004,42617004,42613004,42636004,42655004,42618004,42634004,42711004,42657004,42612004,42615004,42638004,42654004,42617004,42731004,42612004,42656004,42613004,42711004,42632004,42613004,42616004,42634004,42618004,42655004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42652004,42711004"
4010000,401,0,,"42711004,42632004,42613004,42616004,42635004,42618004,42654004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42751004,42612004,42615004,42638004,42614004,42617004,42731004,42612004,42653004,42616004,42711004,42632004,42613004,42616004,42635004,42614004,42658004,42617004,42613004,42636004,42655004,42618004,42634004,42711004,42657004,42612004,42615004,42638004,42654004,42617004,42731004,42612004,42656004,42613004,42711004,42632004,42613004,42616004,42634004,42618004,42655004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42652004,42711004"
4020000,402,0,,"42711004,42632004,42613004,42616004,42635004,42618004,42654004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42751004,42612004,42615004,42638004,42614004,42617004,42731004,42612004,42653004,42616004,42711004,42632004,42613004,42616004,42635004,42614004,42658004,42617004,42613004,42636004,42655004,42618004,42634004,42711004,42657004,42612004,42615004,42638004,42654004,42617004,42731004,42612004,42656004,42613004,42711004,42632004,42613004,42616004,42634004,42618004,42655004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42652004,42711004"
4030000,403,0,,"42711004,42632004,42613004,42616004,42635004,42618004,42654004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42751004,42612004,42615004,42638004,42614004,42617004,42731004,42612004,42653004,42616004,42711004,42632004,42613004,42616004,42635004,42614004,42658004,42617004,42613004,42636004,42655004,42618004,42634004,42711004,42657004,42612004,42615004,42638004,42654004,42617004,42731004,42612004,42656004,42613004,42711004,42632004,42613004,42616004,42634004,42618004,42655004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42652004,42711004"
4040000,404,0,,"42711004,42632004,42613004,42616004,42635004,42618004,42654004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42751004,42612004,42615004,42638004,42614004,42617004,42731004,42612004,42653004,42616004,42711004,42632004,42613004,42616004,42635004,42614004,42658004,42617004,42613004,42636004,42655004,42618004,42634004,42711004,42657004,42612004,42615004,42638004,42654004,42617004,42731004,42612004,42656004,42613004,42711004,42632004,42613004,42616004,42634004,42618004,42655004,42617004,42613004,42636004,42615004,42618004,42634004,42617004,42652004,42711004"
5000000,500,0,,"42711005,42632005,42613005,42616005,42635005,42618005,42654005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42751005,42612005,42615005,42638005,42614005,42617005,42731005,42612005,42663005,42616005,42711005,42632005,42613005,42616005,42635005,42614005,42658005,42617005,42613005,42636005,42655005,42618005,42634005,42711005,42657005,42612005,42615005,42638005,42654005,42667005,42731005,42612005,42656005,42613005,42711005,42632005,42613005,42616005,42634005,42618005,42655005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42652005,42711005"
5010000,501,0,,"42711005,42632005,42613005,42616005,42635005,42618005,42654005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42751005,42612005,42615005,42638005,42614005,42617005,42731005,42612005,42663005,42616005,42711005,42632005,42613005,42616005,42635005,42614005,42658005,42617005,42613005,42636005,42655005,42618005,42634005,42711005,42657005,42612005,42615005,42638005,42654005,42667005,42731005,42612005,42656005,42613005,42711005,42632005,42613005,42616005,42634005,42618005,42655005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42652005,42711005"
5020000,502,0,,"42711005,42632005,42613005,42616005,42635005,42618005,42654005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42751005,42612005,42615005,42638005,42614005,42617005,42731005,42612005,42663005,42616005,42711005,42632005,42613005,42616005,42635005,42614005,42658005,42617005,42613005,42636005,42655005,42618005,42634005,42711005,42657005,42612005,42615005,42638005,42654005,42667005,42731005,42612005,42656005,42613005,42711005,42632005,42613005,42616005,42634005,42618005,42655005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42652005,42711005"
5030000,503,0,,"42711005,42632005,42613005,42616005,42635005,42618005,42654005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42751005,42612005,42615005,42638005,42614005,42617005,42731005,42612005,42663005,42616005,42711005,42632005,42613005,42616005,42635005,42614005,42658005,42617005,42613005,42636005,42655005,42618005,42634005,42711005,42657005,42612005,42615005,42638005,42654005,42667005,42731005,42612005,42656005,42613005,42711005,42632005,42613005,42616005,42634005,42618005,42655005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42652005,42711005"
5040000,504,0,,"42711005,42632005,42613005,42616005,42635005,42618005,42654005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42751005,42612005,42615005,42638005,42614005,42617005,42731005,42612005,42663005,42616005,42711005,42632005,42613005,42616005,42635005,42614005,42658005,42617005,42613005,42636005,42655005,42618005,42634005,42711005,42657005,42612005,42615005,42638005,42654005,42667005,42731005,42612005,42656005,42613005,42711005,42632005,42613005,42616005,42634005,42618005,42655005,42617005,42613005,42636005,42615005,42618005,42634005,42617005,42652005,42711005"
6000000,600,0,,"42711006,42632006,42613006,42616006,42635006,42618006,42654006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42751006,42612006,42615006,42638006,42614006,42617006,42731006,42662006,42653006,42616006,42711006,42632006,42613006,42616006,42635006,42614006,42658006,42617006,42613006,42636006,42655006,42618006,42634006,42711006,42657006,42612006,42615006,42638006,42654006,42637006,42761006,42612006,42656006,42613006,42711006,42632006,42613006,42616006,42634006,42618006,42655006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42652006,42711006"
6010000,601,0,,"42711006,42632006,42613006,42616006,42635006,42618006,42654006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42751006,42612006,42615006,42638006,42614006,42617006,42731006,42662006,42653006,42616006,42711006,42632006,42613006,42616006,42635006,42614006,42658006,42617006,42613006,42636006,42655006,42618006,42634006,42711006,42657006,42612006,42615006,42638006,42654006,42637006,42761006,42612006,42656006,42613006,42711006,42632006,42613006,42616006,42634006,42618006,42655006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42652006,42711006"
6020000,602,0,,"42711006,42632006,42613006,42616006,42635006,42618006,42654006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42751006,42612006,42615006,42638006,42614006,42617006,42731006,42662006,42653006,42616006,42711006,42632006,42613006,42616006,42635006,42614006,42658006,42617006,42613006,42636006,42655006,42618006,42634006,42711006,42657006,42612006,42615006,42638006,42654006,42637006,42761006,42612006,42656006,42613006,42711006,42632006,42613006,42616006,42634006,42618006,42655006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42652006,42711006"
6030000,603,0,,"42711006,42632006,42613006,42616006,42635006,42618006,42654006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42751006,42612006,42615006,42638006,42614006,42617006,42731006,42662006,42653006,42616006,42711006,42632006,42613006,42616006,42635006,42614006,42658006,42617006,42613006,42636006,42655006,42618006,42634006,42711006,42657006,42612006,42615006,42638006,42654006,42637006,42761006,42612006,42656006,42613006,42711006,42632006,42613006,42616006,42634006,42618006,42655006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42652006,42711006"
6040000,604,0,,"42711006,42632006,42613006,42616006,42635006,42618006,42654006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42751006,42612006,42615006,42638006,42614006,42617006,42731006,42662006,42653006,42616006,42711006,42632006,42613006,42616006,42635006,42614006,42658006,42617006,42613006,42636006,42655006,42618006,42634006,42711006,42657006,42612006,42615006,42638006,42654006,42637006,42761006,42612006,42656006,42613006,42711006,42632006,42613006,42616006,42634006,42618006,42655006,42617006,42613006,42636006,42615006,42618006,42634006,42617006,42652006,42711006"
7000000,700,0,,"42711007,42632007,42613007,42616007,42635007,42618007,42654007,42617007,42613007,42636007,42615007,42618007,42634007,42617007,42751007,42612007,42665007,42638007,42614007,42617007,42731007,42652007,42653007,42616007,42711007,42632007,42613007,42616007,42635007,42614007,42658007,42617007,42613007,42636007,42655007,42618007,42664007,42711007,42657007,42612007,42615007,42638007,42654007,42637007,42731007,42612007,42656007,42613007,42711007,42632007,42613007,42616007,42634007,42618007,42655007,42617007,42613007,42666007,42615007,42618007,42634007,42617007,42652007,42711007"
7010000,701,0,,"42711007,42632007,42613007,42616007,42635007,42618007,42654007,42617007,42613007,42636007,42615007,42618007,42634007,42617007,42751007,42612007,42665007,42638007,42614007,42617007,42731007,42652007,42653007,42616007,42711007,42632007,42613007,42616007,42635007,42614007,42658007,42617007,42613007,42636007,42655007,42618007,42664007,42711007,42657007,42612007,42615007,42638007,42654007,42637007,42731007,42612007,42656007,42613007,42711007,42632007,42613007,42616007,42634007,42618007,42655007,42617007,42613007,42666007,42615007,42618007,42634007,42617007,42652007,42711007"
7020000,702,0,,"42711007,42632007,42613007,42616007,42635007,42618007,42654007,42617007,42613007,42636007,42615007,42618007,42634007,42617007,42751007,42612007,42665007,42638007,42614007,42617007,42731007,42652007,42653007,42616007,42711007,42632007,42613007,42616007,42635007,42614007,42658007,42617007,42613007,42636007,42655007,42618007,42664007,42711007,42657007,42612007,42615007,42638007,42654007,42637007,42731007,42612007,42656007,42613007,42711007,42632007,42613007,42616007,42634007,42618007,42655007,42617007,42613007,42666007,42615007,42618007,42634007,42617007,42652007,42711007"
7030000,703,0,,"42711007,42632007,42613007,42616007,42635007,42618007,42654007,42617007,42613007,42636007,42615007,42618007,42634007,42617007,42751007,42612007,42665007,42638007,42614007,42617007,42731007,42652007,42653007,42616007,42711007,42632007,42613007,42616007,42635007,42614007,42658007,42617007,42613007,42636007,42655007,42618007,42664007,42711007,42657007,42612007,42615007,42638007,42654007,42637007,42731007,42612007,42656007,42613007,42711007,42632007,42613007,42616007,42634007,42618007,42655007,42617007,42613007,42666007,42615007,42618007,42634007,42617007,42652007,42711007"
7040000,704,0,,"42711007,42632007,42613007,42616007,42635007,42618007,42654007,42617007,42613007,42636007,42615007,42618007,42634007,42617007,42751007,42612007,42665007,42638007,42614007,42617007,42731007,42652007,42653007,42616007,42711007,42632007,42613007,42616007,42635007,42614007,42658007,42617007,42613007,42636007,42655007,42618007,42664007,42711007,42657007,42612007,42615007,42638007,42654007,42637007,42731007,42612007,42656007,42613007,42711007,42632007,42613007,42616007,42634007,42618007,42655007,42617007,42613007,42666007,42615007,42618007,42634007,42617007,42652007,42711007"
8000000,800,0,,"42711008,42632008,42613008,42616008,42635008,42618008,42654008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42751008,42612008,42615008,42638008,42614008,42617008,42731008,42612008,42663008,42616008,42711008,42632008,42613008,42616008,42635008,42614008,42658008,42617008,42613008,42636008,42655008,42668008,42634008,42711008,42657008,42612008,42615008,42638008,42654008,42667008,42731008,42612008,42656008,42613008,42711008,42632008,42613008,42616008,42634008,42618008,42655008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42652008,42711008"
8010000,801,0,,"42711008,42632008,42613008,42616008,42635008,42618008,42654008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42751008,42612008,42615008,42638008,42614008,42617008,42731008,42612008,42663008,42616008,42711008,42632008,42613008,42616008,42635008,42614008,42658008,42617008,42613008,42636008,42655008,42668008,42634008,42711008,42657008,42612008,42615008,42638008,42654008,42667008,42731008,42612008,42656008,42613008,42711008,42632008,42613008,42616008,42634008,42618008,42655008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42652008,42711008"
8020000,802,0,,"42711008,42632008,42613008,42616008,42635008,42618008,42654008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42751008,42612008,42615008,42638008,42614008,42617008,42731008,42612008,42663008,42616008,42711008,42632008,42613008,42616008,42635008,42614008,42658008,42617008,42613008,42636008,42655008,42668008,42634008,42711008,42657008,42612008,42615008,42638008,42654008,42667008,42731008,42612008,42656008,42613008,42711008,42632008,42613008,42616008,42634008,42618008,42655008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42652008,42711008"
8030000,803,0,,"42711008,42632008,42613008,42616008,42635008,42618008,42654008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42751008,42612008,42615008,42638008,42614008,42617008,42731008,42612008,42663008,42616008,42711008,42632008,42613008,42616008,42635008,42614008,42658008,42617008,42613008,42636008,42655008,42668008,42634008,42711008,42657008,42612008,42615008,42638008,42654008,42667008,42731008,42612008,42656008,42613008,42711008,42632008,42613008,42616008,42634008,42618008,42655008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42652008,42711008"
8040000,804,0,,"42711008,42632008,42613008,42616008,42635008,42618008,42654008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42751008,42612008,42615008,42638008,42614008,42617008,42731008,42612008,42663008,42616008,42711008,42632008,42613008,42616008,42635008,42614008,42658008,42617008,42613008,42636008,42655008,42668008,42634008,42711008,42657008,42612008,42615008,42638008,42654008,42667008,42731008,42612008,42656008,42613008,42711008,42632008,42613008,42616008,42634008,42618008,42655008,42617008,42613008,42636008,42615008,42618008,42634008,42617008,42652008,42711008"
