paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3
40101,"4010101,4010102,4010103,4010104,4010105",1,0:0
50101,"5010101,5010102,5010103,5010104,5010105",1,0:0
1010901,1010901,1,0:0
10109011,1010901,1,0:0
10109012,10109011,1,0:0
1010902,1010901,1,0:0
1010903,1010902,1,0:0
1010904,1010903,1,0:0
1010905,1010904,1,0:0
1010906,1010905,1,0:0
1010907,1010906,1,0:0
1010908,1010907,1,0:0
1010909,1010908,1,0:0
1010910,1010909,1,0:0
905010202,905010101,1,0:0
905010302,905010202,1,0:0
905010403,905010302,1,0:0
905010503,905010403,1,0:0
905010604,905010503,1,0:0
905010704,905010604,1,0:0
905010805,905010704,1,0:0
901010202,901010101,1,0:0
901010302,901010202,1,0:0
901010403,901010302,1,0:0
901010503,901010403,1,0:0
901010604,901010503,1,0:0
901010704,901010604,1,0:0
901010805,901010704,1,0:0
902010202,902010101,1,0:0
902010302,902010202,1,0:0
902010403,902010302,1,0:0
902010503,902010403,1,0:0
902010604,902010503,1,0:0
902010704,902010604,1,0:0
902010805,902010704,1,0:0
903010202,903010101,1,0:0
903010302,903010202,1,0:0
903010403,903010302,1,0:0
903010503,903010403,1,0:0
903010604,903010503,1,0:0
903010704,903010604,1,0:0
903010805,903010704,1,0:0
900010202,900010101,1,0:0
900010302,900010202,1,0:0
900010403,900010302,1,0:0
900010503,900010403,1,0:0
900010604,900010503,1,0:0
900010704,900010604,1,0:0
900010805,900010704,1,0:0
900020202,900020101,1,0:0
900020302,900020202,1,0:0
900020403,900020302,1,0:0
900020503,900020403,1,0:0
900020604,900020503,1,0:0
900020704,900020604,1,0:0
900020805,900020704,1,0:0
901020202,901020101,1,0:0
901020302,901020101,1,0:0
901020403,901020202,1,0:0
901020503,901020302,1,0:0
901020604,901020202,1,0:0
901020704,901020302,1,0:0
901020805,901020202,1,0:0
902020202,902020101,1,0:0
902020302,902020101,1,0:0
902020403,902020202,1,0:0
902020503,902020302,1,0:0
902020604,902020202,1,0:0
902020704,902020302,1,0:0
902020805,902020202,1,0:0
903020202,903020101,1,0:0
903020302,903020101,1,0:0
903020403,903020101,1,0:0
903020503,903020302,1,0:0
903020604,903020101,1,0:0
903020704,903020302,1,0:0
903020805,903020101,1,0:0
800010101,800000001,1,0:0
800010102,800010101,1,0:0
800010201,800000001,1,0:0
800010202,800010201,1,0:0
800010301,800000001,1,0:0
800010302,800010301,1,0:0
800030101,800000001,1,0:0
800030102,800030101,1,0:0
800030201,800000001,1,0:0
800030202,800030201,1,0:0
800110101,800100001,1,0:0
800110102,800110101,1,0:0
800110201,800100001,1,0:0
800110202,800110201,1,0:0
800110301,800100001,1,0:0
800110302,800110301,1,0:0
800130101,800100001,1,0:0
800130102,800130101,1,0:0
800130201,800100001,1,0:0
800130202,800130201,1,0:0
800210101,800200001,1,0:0
800210102,800210101,1,0:0
800210201,800200001,1,0:0
800210202,800210201,1,0:0
800210301,800200001,1,0:0
800210302,800210301,1,0:0
800230101,800200001,1,0:0
800230102,800230101,1,0:0
800230201,800200001,1,0:0
800230202,800230201,1,0:0
801100102,801100101,1,0:0
801100103,801100102,1,0:0
801100201,801100001,1,0:0
801100202,801100201,1,0:0
801100203,801100202,1,0:0
801100301,801100001,1,0:0
801100302,801100301,1,0:0
801100303,801100302,1,0:0
801200101,801200001,1,0:0
801200102,801200101,1,0:0
801200103,801200102,1,0:0
801200201,801200001,1,0:0
801200202,801200201,1,0:0
801200203,801200202,1,0:0
700010101,700000001,1,0:0
700010102,700010101,1,0:0
700010112,700010102,1,0:0
700010122,700010112,1,0:0
700010132,700010122,1,0:0
700010103,700000001,1,0:0
700010104,700010102,1,0:0
700010105,700010104,1,0:0
700010106,700010104,1,0:0
700010107,700010104,1,0:0
700010108,"700010105,700010106,700010107",2,0:0
700100101,700100001,1,0:0
700100102,700100101,1,0:0
700100112,700100102,1,0:0
700100122,700100112,1,0:0
700100132,700100122,1,0:0
700100103,700100001,1,0:0
700100104,700100102,1,0:0
700100105,700100104,1,0:0
700100106,700100104,1,0:0
700100107,700100104,1,0:0
700100108,"700100105,700100106,700100107",2,0:0
700200101,700200001,1,0:0
700200102,700200101,1,0:0
700200112,700200102,1,0:0
700200122,700200112,1,0:0
700200132,700200122,1,7002:8
700200103,700200001,1,0:0
700200104,700200102,1,0:0
700200105,700200104,1,0:0
700200106,700200104,1,0:0
700200107,700200104,1,0:0
700200108,"700200105,700200106,700200107",2,0:0
700400002,700400001,1,0:0
700400003,700400002,1,0:0
700400004,700400003,1,0:0
700400102,700400101,1,0:0
700400103,700400102,1,0:0
700400104,700400103,1,0:0
600100101,600100001,1,0:0
600100102,600100001,1,0:0
600100103,600100001,1,0:0
600100201,"600100101,600100102",1,0:0
600100202,"600100101,600100102",1,0:0
600100203,600100103,1,0:0
600100301,600100202,1,6001:4
600100302,600100202,1,6001:4
600100303,600100203,1,6001:4
600100401,600100302,1,6001:7
600100501,"600100302,600100303",1,6001:12
600200101,600200001,1,0:0
600200102,600200001,1,0:0
600200103,600200001,1,0:0
600200201,600200102,1,0:0
600200202,600200102,1,0:0
600200203,600200103,1,0:0
600200301,600200202,1,6002:4
600200302,600200202,1,6002:4
600200303,600200203,1,6002:4
600200401,"600200301,600200302",1,6002:7
600200501,"600200302,600100203",1,6002:12
