paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
100000009,10000,9,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000010,10000,10,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000011,10000,11,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000012,10000,12,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000013,10000,13,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000014,10000,14,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000015,10000,15,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000016,10000,16,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000017,10000,17,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000018,10000,18,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000019,10000,19,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000020,10000,20,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000021,10000,21,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000022,10000,22,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000023,10000,23,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000024,10000,24,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000025,10000,25,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000026,10000,26,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000027,10000,27,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000028,10000,28,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000029,10000,29,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
100000030,10000,30,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10002,1,2,101:100,102:100,103:100,103:100,103:100,103:100
10003,1,3,101:100,102:100,103:100,103:100,103:100,103:100
10004,1,4,101:100,102:100,103:100,103:100,103:100,103:100
10005,1,5,101:100,102:100,103:100,103:100,103:100,103:100
10006,1,6,101:100,102:100,103:100,103:100,103:100,103:100
10007,1,7,101:100,102:100,103:100,103:100,103:100,103:100
10008,1,8,101:100,102:100,103:100,103:100,103:100,103:100
10009,1,9,101:100,102:100,103:100,103:100,103:100,103:100
10010,1,10,101:100,102:100,103:100,103:100,103:100,103:100
10011,1,11,101:100,102:100,103:100,103:100,103:100,103:100
10012,1,12,101:100,102:100,103:100,103:100,103:100,103:100
10013,1,13,101:100,102:100,103:100,103:100,103:100,103:100
10014,1,14,101:100,102:100,103:100,103:100,103:100,103:100
10015,1,15,101:100,102:100,103:100,103:100,103:100,103:100
10016,1,16,101:100,102:100,103:100,103:100,103:100,103:100
10017,1,17,101:100,102:100,103:100,103:100,103:100,103:100
10018,1,18,101:100,102:100,103:100,103:100,103:100,103:100
10019,1,19,101:100,102:100,103:100,103:100,103:100,103:100
10020,1,20,101:100,102:100,103:100,103:100,103:100,103:100
10021,1,21,101:100,102:100,103:100,103:100,103:100,103:100
10022,1,22,101:100,102:100,103:100,103:100,103:100,103:100
10023,1,23,101:100,102:100,103:100,103:100,103:100,103:100
10024,1,24,101:100,102:100,103:100,103:100,103:100,103:100
10025,1,25,101:100,102:100,103:100,103:100,103:100,103:100
10026,1,26,101:100,102:100,103:100,103:100,103:100,103:100
10027,1,27,101:100,102:100,103:100,103:100,103:100,103:100
10028,1,28,101:100,102:100,103:100,103:100,103:100,103:100
10029,1,29,101:100,102:100,103:100,103:100,103:100,103:100
10030,1,30,101:100,102:100,103:100,103:100,103:100,103:100
10010002,1001,2,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010003,1001,3,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010004,1001,4,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010005,1001,5,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010006,1001,6,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010007,1001,7,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010008,1001,8,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010009,1001,9,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010010,1001,10,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010011,1001,11,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010012,1001,12,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010013,1001,13,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010014,1001,14,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010015,1001,15,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010016,1001,16,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010017,1001,17,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010018,1001,18,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010019,1001,19,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010020,1001,20,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010021,1001,21,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010022,1001,22,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010023,1001,23,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010024,1001,24,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010025,1001,25,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010026,1001,26,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010027,1001,27,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010028,1001,28,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010029,1001,29,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10010030,1001,30,1:100_2:100_3:100_4:100_5:100_11:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10020002,1002,2,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020003,1002,3,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020004,1002,4,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020005,1002,5,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020006,1002,6,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020007,1002,7,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020008,1002,8,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020009,1002,9,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020010,1002,10,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020011,1002,11,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020012,1002,12,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020013,1002,13,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020014,1002,14,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020015,1002,15,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020016,1002,16,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020017,1002,17,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020018,1002,18,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020019,1002,19,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020020,1002,20,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020021,1002,21,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020022,1002,22,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020023,1002,23,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020024,1002,24,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020025,1002,25,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020026,1002,26,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020027,1002,27,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020028,1002,28,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020029,1002,29,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10020030,1002,30,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200,1:100_2:100_3:100_4:100_5:100_11:200
10030002,1003,2,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030003,1003,3,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030004,1003,4,1:100_2:100_3:100_4:100_5:100_11:10000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030005,1003,5,1:100_2:100_3:100_4:100_5:100_11:10000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
