paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
70008,7,8,48,1,100
70009,7,9,54,1,100
70010,7,10,60,1,100
70011,7,11,16,0,100
70012,7,12,24,1,100
70013,7,13,32,1,100
70014,7,14,40,1,100
70015,7,15,50,1,100
70016,7,16,60,1,100
70017,7,17,72,1,100
70018,7,18,84,1,100
70019,7,19,96,1,100
70020,7,20,-1,1,100
1000001,100,1,1,0,100
1000002,100,2,1,1,100
1000003,100,3,1,1,100
1000004,100,4,1,1,100
1000005,100,5,1,1,100
1000006,100,6,1,1,100
1000007,100,7,1,1,100
1000008,100,8,1,1,100
1000009,100,9,1,1,100
1000010,100,10,1,1,100
1000011,100,11,1,1,100
1000012,100,12,1,1,100
1000013,100,13,1,1,100
1000014,100,14,1,1,100
1000015,100,15,1,1,100
1000016,100,16,1,1,100
1000017,100,17,1,1,100
1000018,100,18,1,1,100
1000019,100,19,1,1,100
1000020,100,20,1,1,100
1000021,100,21,1,1,100
1000022,100,22,1,1,100
1000023,100,23,1,1,100
1000024,100,24,1,1,100
1000025,100,25,1,1,100
1000026,100,26,1,1,100
1000027,100,27,1,1,100
1000028,100,28,1,1,100
1000029,100,29,1,1,100
1000030,100,30,1,1,100
1000031,100,31,1,1,100
1000032,100,32,1,1,100
1000033,100,33,1,1,100
1000034,100,34,1,1,100
1000035,100,35,1,1,100
1000036,100,36,1,1,100
1000037,100,37,1,1,100
1000038,100,38,1,1,100
1000039,100,39,1,1,100
1000040,100,40,1,1,100
1000041,100,41,1,1,100
1000042,100,42,1,1,100
1000043,100,43,1,1,100
1000044,100,44,1,1,100
1000045,100,45,1,1,100
1000046,100,46,1,1,100
1000047,100,47,1,1,100
1000048,100,48,1,1,100
1000049,100,49,1,1,100
1000050,100,50,1,1,100
1000051,100,51,1,1,100
1000052,100,52,1,1,100
1000053,100,53,1,1,100
1000054,100,54,1,1,100
1000055,100,55,1,1,100
1000056,100,56,1,1,100
1000057,100,57,1,1,100
1000058,100,58,1,1,100
1000059,100,59,1,1,100
1000060,100,60,-1,1,100
11010001,1101,1,2,0,100
11010002,1101,2,4,1,100
11010003,1101,3,8,1,100
11010004,1101,4,12,1,100
11010005,1101,5,16,1,100
11010006,1101,6,20,1,100
11010007,1101,7,24,1,100
11010008,1101,8,28,1,100
11010009,1101,9,32,1,100
11010010,1101,10,36,1,100
11010011,1101,11,40,1,100
11010012,1101,12,45,1,100
11010013,1101,13,50,1,100
11010014,1101,14,55,1,100
11010015,1101,15,60,1,100
11010016,1101,16,65,1,100
11010017,1101,17,70,1,100
11010018,1101,18,75,1,100
11010019,1101,19,80,1,100
11010020,1101,20,90,1,100
11010021,1101,21,100,1,100
11010022,1101,22,24,1,100
11010023,1101,23,31,1,100
11010024,1101,24,40,1,100
11010025,1101,25,56,1,100
11010026,1101,26,74,1,100
11010027,1101,27,78,1,100
11010028,1101,28,85,1,100
11010029,1101,29,96,1,100
11010030,1101,30,108,1,100
11010031,1101,31,20,1,100
11010032,1101,32,24,1,100
11010033,1101,33,31,1,100
11010034,1101,34,40,1,100
11010035,1101,35,56,1,100
11010036,1101,36,74,1,100
11010037,1101,37,78,1,100
11010038,1101,38,85,1,100
11010039,1101,39,96,1,100
11010040,1101,40,-1,1,100
11020001,1102,1,6,0,100
11020002,1102,2,12,1,100
11020003,1102,3,18,1,100
11020004,1102,4,24,1,100
11020005,1102,5,30,1,100
11020006,1102,6,36,1,100
11020007,1102,7,42,1,100
11020008,1102,8,48,1,100
11020009,1102,9,54,1,100
11020010,1102,10,60,1,100
11020011,1102,11,16,1,100
11020012,1102,12,24,1,100
11020013,1102,13,32,1,100
11020014,1102,14,40,1,100
11020015,1102,15,50,1,100
11020016,1102,16,60,1,100
11020017,1102,17,72,1,100
11020018,1102,18,84,1,100
11020019,1102,19,96,1,100
11020020,1102,20,108,1,100
11020021,1102,21,-1,1,100
11020022,1102,22,20,1,100
11020023,1102,23,20,1,100
11020024,1102,24,20,1,100
11020025,1102,25,20,1,100
11020026,1102,26,20,1,100
11020027,1102,27,20,1,100
11020028,1102,28,20,1,100
11020029,1102,29,20,1,100
11020030,1102,30,20,1,100
